"Step","1agent - Training_Reward_Mean","1agent - Training_Reward_Mean__MIN","1agent - Training_Reward_Mean__MAX","4agents - Training_Reward_Mean","4agents - Training_Reward_Mean__MIN","4agents - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"4150","","","","","","","57.294626895237435","57.294626895237435","57.294626895237435"
"4151","","","","","","","54.92412510155205","54.92412510155205","54.92412510155205"
"4152","","","","","","","54.909677490488384","54.909677490488384","54.909677490488384"
"4153","","","","","","","54.91245107763589","54.91245107763589","54.91245107763589"
"4154","","","","","","","52.528802066153645","52.528802066153645","52.528802066153645"
"4155","","","","","","","50.1720163245175","50.1720163245175","50.1720163245175"
"4156","","","","","","","50.184243701206526","50.184243701206526","50.184243701206526"
"4157","","","","","","","50.197111277696806","50.197111277696806","50.197111277696806"
"4158","","","","","","","50.2054632542077","50.2054632542077","50.2054632542077"
"4159","","","","","","","50.210401187797814","50.210401187797814","50.210401187797814"
"4160","","","","","","","50.217131052147394","50.217131052147394","50.217131052147394"
"4161","","","","","","","50.207898675343905","50.207898675343905","50.207898675343905"
"4162","","","","","","","50.01203244328669","50.01203244328669","50.01203244328669"
"4163","","","","","","","47.66469657456406","47.66469657456406","47.66469657456406"
"4164","","","","","","","50.03357184572305","50.03357184572305","50.03357184572305"
"4165","","","","","","","52.37699040854636","52.37699040854636","52.37699040854636"
"4166","","","","","","","52.37173834365686","52.37173834365686","52.37173834365686"
"4167","","","","","","","54.527159181221144","54.527159181221144","54.527159181221144"
"4168","","","","","","","54.53761737178301","54.53761737178301","54.53761737178301"
"4169","","","","","","","54.503751168193496","54.503751168193496","54.503751168193496"
"4170","","","","","","","56.7471843206671","56.7471843206671","56.7471843206671"
"4171","","","","","","","56.73178170892269","56.73178170892269","56.73178170892269"
"4172","","","","","","","59.092732905230015","59.092732905230015","59.092732905230015"
"4173","","","","","","","56.74382047680614","56.74382047680614","56.74382047680614"
"4174","","","","","","","56.72100277899786","56.72100277899786","56.72100277899786"
"4175","","","","","","","56.717327861879745","56.717327861879745","56.717327861879745"
"4176","","","","","","","59.055347634406026","59.055347634406026","59.055347634406026"
"4177","","","","","","","59.05590830853095","59.05590830853095","59.05590830853095"
"4178","","","","","","","59.05126947055838","59.05126947055838","59.05126947055838"
"4179","","","","","","","56.712790014936935","56.712790014936935","56.712790014936935"
"4180","","","","","","","56.67152485460159","56.67152485460159","56.67152485460159"
"4181","","","","","","","56.671873255294734","56.671873255294734","56.671873255294734"
"4182","","","","","","","54.32283786085636","54.32283786085636","54.32283786085636"
"4183","","","","","","","56.69465698937669","56.69465698937669","56.69465698937669"
"4184","","","","","","","56.58422138689217","56.58422138689217","56.58422138689217"
"4185","","","","","","","54.21816544544131","54.21816544544131","54.21816544544131"
"4186","","","","","","","54.05774468191674","54.05774468191674","54.05774468191674"
"4187","","","","","","","56.397121348438716","56.397121348438716","56.397121348438716"
"4188","","","","","","","56.40114559436012","56.40114559436012","56.40114559436012"
"4189","","","","","","","56.401170359840144","56.401170359840144","56.401170359840144"
"4190","","","","","","","54.021417533593166","54.021417533593166","54.021417533593166"
"4191","","","","","","","54.00209376855318","54.00209376855318","54.00209376855318"
"4192","","","","","","","53.99711778490237","53.99711778490237","53.99711778490237"
"4193","","","","","","","56.36528187946397","56.36528187946397","56.36528187946397"
"4194","","","","","","","56.313225737727564","56.313225737727564","56.313225737727564"
"4195","","","","","","","56.28358828716915","56.28358828716915","56.28358828716915"
"4196","","","","","","","56.27447663805671","56.27447663805671","56.27447663805671"
"4197","","","","","","","54.068354880449135","54.068354880449135","54.068354880449135"
"4198","","","","","","","54.06110576942383","54.06110576942383","54.06110576942383"
"4199","","","","","","","54.05731490206661","54.05731490206661","54.05731490206661"
"4200","","","","","","","51.70041950445444","51.70041950445444","51.70041950445444"
"4201","","","","","","","51.70436188841836","51.70436188841836","51.70436188841836"
"4202","","","","","","","51.691933655734026","51.691933655734026","51.691933655734026"
"4203","","","","","","","51.69267339460943","51.69267339460943","51.69267339460943"
"4204","","","","","","","51.7039325407028","51.7039325407028","51.7039325407028"
"4205","","","","","","","51.69458830667579","51.69458830667579","51.69458830667579"
"4206","","","","","","","51.69081317167014","51.69081317167014","51.69081317167014"
"4207","","","","","","","51.67344246122738","51.67344246122738","51.67344246122738"
"4208","","","","","","","51.669192364176936","51.669192364176936","51.669192364176936"
"4209","","","","","","","51.66924316379329","51.66924316379329","51.66924316379329"
"4210","","","","","","","49.323796218840855","49.323796218840855","49.323796218840855"
"4211","","","","","","","49.33128528318164","49.33128528318164","49.33128528318164"
"4212","","","","","","","51.702947943225844","51.702947943225844","51.702947943225844"
"4213","","","","","","","53.93205411289151","53.93205411289151","53.93205411289151"
"4214","","","","","","","53.93188141002082","53.93188141002082","53.93188141002082"
"4215","","","","","","","53.927035813406036","53.927035813406036","53.927035813406036"
"4216","","","","","","","56.285551743067636","56.285551743067636","56.285551743067636"
"4217","","","","","","","56.25419899298585","56.25419899298585","56.25419899298585"
"4218","","","","","","","53.89239642009489","53.89239642009489","53.89239642009489"
"4219","","","","","","","53.90189672363427","53.90189672363427","53.90189672363427"
"4220","","","","","","","51.56955806554172","51.56955806554172","51.56955806554172"
"4221","","","","","","","51.54878414234486","51.54878414234486","51.54878414234486"
"4222","","","","","","","49.184889627894044","49.184889627894044","49.184889627894044"
"4223","","","","","","","51.53648055385563","51.53648055385563","51.53648055385563"
"4224","","","","","","","51.49892608145534","51.49892608145534","51.49892608145534"
"4225","","","","","","","51.50543836947346","51.50543836947346","51.50543836947346"
"4226","","","","","","","51.504444495453214","51.504444495453214","51.504444495453214"
"4227","","","","","","","51.506200161887016","51.506200161887016","51.506200161887016"
"4228","","","","","","","51.50670623950399","51.50670623950399","51.50670623950399"
"4229","","","","","","","51.5136570027825","51.5136570027825","51.5136570027825"
"4230","","","","","","","51.49805121748546","51.49805121748546","51.49805121748546"
"4231","","","","","","","51.50117093819253","51.50117093819253","51.50117093819253"
"4232","","","","","","","51.449453733349586","51.449453733349586","51.449453733349586"
"4233","","","","","","","49.08850880235761","49.08850880235761","49.08850880235761"
"4234","","","","","","","49.09253096444404","49.09253096444404","49.09253096444404"
"4235","","","","","","","49.08794557896635","49.08794557896635","49.08794557896635"
"4236","","","","","","","49.09716285372414","49.09716285372414","49.09716285372414"
"4237","","","","","","","49.09616490305961","49.09616490305961","49.09616490305961"
"4238","","","","","","","49.08915801984852","49.08915801984852","49.08915801984852"
"4239","","","","","","","51.45646009142986","51.45646009142986","51.45646009142986"
"4241","","","","","","","51.46688318455842","51.46688318455842","51.46688318455842"
"4242","","","","","","","51.474503052391455","51.474503052391455","51.474503052391455"
"4243","","","","","","","51.477289939998","51.477289939998","51.477289939998"
"4244","","","","","","","51.473650755598975","51.473650755598975","51.473650755598975"
"4245","","","","","","","49.1249955985327","49.1249955985327","49.1249955985327"
"4246","","","","","","","49.124990517879766","49.124990517879766","49.124990517879766"
"4247","","","","","","","46.977945123890905","46.977945123890905","46.977945123890905"
"4248","","","","","","","46.983213148212634","46.983213148212634","46.983213148212634"
"4249","","","","","","","46.984100340787684","46.984100340787684","46.984100340787684"
"4250","","","","","","","46.989780996457576","46.989780996457576","46.989780996457576"
"4251","","","","","","","46.9888819445525","46.9888819445525","46.9888819445525"
"4252","","","","","","","49.35125119515591","49.35125119515591","49.35125119515591"
"4253","","","","","","","49.3495239267036","49.3495239267036","49.3495239267036"
"4254","","","","","","","49.348498389421565","49.348498389421565","49.348498389421565"
"4255","","","","","","","51.71249102715234","51.71249102715234","51.71249102715234"
"4256","","","","","","","54.070329117613646","54.070329117613646","54.070329117613646"
"4257","","","","","","","54.059715670557246","54.059715670557246","54.059715670557246"
"4258","","","","","","","54.05200429251418","54.05200429251418","54.05200429251418"
"4259","","","","","","","54.0463604690324","54.0463604690324","54.0463604690324"
"4260","","","","","","","54.04302673569182","54.04302673569182","54.04302673569182"
"4261","","","","","","","54.04234554868171","54.04234554868171","54.04234554868171"
"4262","","","","","","","54.03190551320427","54.03190551320427","54.03190551320427"
"4263","","","","","","","56.38425052816609","56.38425052816609","56.38425052816609"
"4264","","","","","","","58.74578370283433","58.74578370283433","58.74578370283433"
"4265","","","","","","","58.73244236656355","58.73244236656355","58.73244236656355"
"4266","","","","","","","58.73365096040962","58.73365096040962","58.73365096040962"
"4267","","","","","","","56.37568510720059","56.37568510720059","56.37568510720059"
"4268","","","","","","","56.375134399671836","56.375134399671836","56.375134399671836"
"4269","","","","","","","56.52875117418531","56.52875117418531","56.52875117418531"
"4270","","","","","","","54.16270244569001","54.16270244569001","54.16270244569001"
"4271","","","","","","","54.16033164659579","54.16033164659579","54.16033164659579"
"4272","","","","","","","54.2966575997461","54.2966575997461","54.2966575997461"
"4273","","","","","","","52.061618685056374","52.061618685056374","52.061618685056374"
"4274","","","","","","","54.40328771905635","54.40328771905635","54.40328771905635"
"4275","","","","","","","52.0596864006958","52.0596864006958","52.0596864006958"
"4276","","","","","","","49.696210643502546","49.696210643502546","49.696210643502546"
"4277","","","","","","","49.71410048788719","49.71410048788719","49.71410048788719"
"4278","","","","","","","49.71023035423485","49.71023035423485","49.71023035423485"
"4279","","","","","","","49.709933540315326","49.709933540315326","49.709933540315326"
"4280","","","","","","","52.05670341861502","52.05670341861502","52.05670341861502"
"4281","","","","","","","49.70012201259497","49.70012201259497","49.70012201259497"
"4282","","","","","","","49.70273066270378","49.70273066270378","49.70273066270378"
"4283","","","","","","","52.04827064489898","52.04827064489898","52.04827064489898"
"4284","","","","","","","52.03818180736579","52.03818180736579","52.03818180736579"
"4285","","","","","","","52.01518929410386","52.01518929410386","52.01518929410386"
"4286","","","","","","","54.37601727644537","54.37601727644537","54.37601727644537"
"4287","","","","","","","54.37991382837436","54.37991382837436","54.37991382837436"
"4288","","","","","","","54.386874299843015","54.386874299843015","54.386874299843015"
"4289","","","","","","","54.37829582304562","54.37829582304562","54.37829582304562"
"4290","","","","","","","54.370539425928555","54.370539425928555","54.370539425928555"
"4291","","","","","","","56.73495160565283","56.73495160565283","56.73495160565283"
"4292","","","","","","","56.737651728213585","56.737651728213585","56.737651728213585"
"4293","","","","","","","56.74173326990597","56.74173326990597","56.74173326990597"
"4294","","","","","","","56.742862312090836","56.742862312090836","56.742862312090836"
"4295","","","","","","","56.74485677121876","56.74485677121876","56.74485677121876"
"4296","","","","","","","54.50472429479884","54.50472429479884","54.50472429479884"
"4297","","","","","","","52.1502120987719","52.1502120987719","52.1502120987719"
"4298","","","","","","","54.369629964194445","54.369629964194445","54.369629964194445"
"4299","","","","","","","54.373311209307076","54.373311209307076","54.373311209307076"
"4300","","","","","","","54.38064808309795","54.38064808309795","54.38064808309795"
"4301","","","","","","","54.376202781540506","54.376202781540506","54.376202781540506"
"4302","","","","","","","54.384898077797445","54.384898077797445","54.384898077797445"
"4303","","","","","","","54.39792348766959","54.39792348766959","54.39792348766959"
"4304","","","","","","","54.39008539937313","54.39008539937313","54.39008539937313"
"4305","","","","","","","54.37580410046809","54.37580410046809","54.37580410046809"
"4306","","","","","","","54.37982151287904","54.37982151287904","54.37982151287904"
"4307","","","","","","","52.0214487218208","52.0214487218208","52.0214487218208"
"4308","","","","","","","52.03128641604536","52.03128641604536","52.03128641604536"
"4309","","","","","","","49.66822028102396","49.66822028102396","49.66822028102396"
"4310","","","","","","","47.31261926139648","47.31261926139648","47.31261926139648"
"4311","","","","","","","49.67712566121486","49.67712566121486","49.67712566121486"
"4312","","","","","","","49.66757060520436","49.66757060520436","49.66757060520436"
"4313","","","","","","","49.65934820456052","49.65934820456052","49.65934820456052"
"4314","","","","","","","49.67119051487446","49.67119051487446","49.67119051487446"
"4315","","","","","","","47.312659263032984","47.312659263032984","47.312659263032984"
"4316","","","","","","","44.94391362169406","44.94391362169406","44.94391362169406"
"4317","","","","","","","44.95457490013726","44.95457490013726","44.95457490013726"
"4318","","","","","","","44.972055621505326","44.972055621505326","44.972055621505326"
"4319","","","","","","","47.32233672160594","47.32233672160594","47.32233672160594"
"4320","","","","","","","47.3247036383665","47.3247036383665","47.3247036383665"
"4321","","","","","","","49.65930710072689","49.65930710072689","49.65930710072689"
"4322","","","","","","","47.30167397195162","47.30167397195162","47.30167397195162"
"4323","","","","","","","49.68210332725933","49.68210332725933","49.68210332725933"
"4324","","","","","","","47.31647310393068","47.31647310393068","47.31647310393068"
"4325","","","","","","","47.32813280597964","47.32813280597964","47.32813280597964"
"4326","","","","","","","44.97875907305095","44.97875907305095","44.97875907305095"
"4327","","","","","","","44.98020216529471","44.98020216529471","44.98020216529471"
"4328","","","","","","","44.98993557377714","44.98993557377714","44.98993557377714"
"4329","","","","","","","45.00708285309727","45.00708285309727","45.00708285309727"
"4330","","","","","","","45.00364406569485","45.00364406569485","45.00364406569485"
"4331","","","","","","","42.65109103012897","42.65109103012897","42.65109103012897"
"4332","","","","","","","42.649324873950654","42.649324873950654","42.649324873950654"
"4333","","","","","","","42.654218557741","42.654218557741","42.654218557741"
"4334","","","","","","","45.01397612422534","45.01397612422534","45.01397612422534"
"4335","","","","","","","45.01206661119142","45.01206661119142","45.01206661119142"
"4336","","","","","","","45.003361493309455","45.003361493309455","45.003361493309455"
"4337","","","","","","","44.995663559350994","44.995663559350994","44.995663559350994"
"4338","","","","","","","44.99583758627942","44.99583758627942","44.99583758627942"
"4339","","","","","","","44.988606346562705","44.988606346562705","44.988606346562705"
"4340","","","","","","","44.9914477400907","44.9914477400907","44.9914477400907"
"4342","","","","","","","44.98971913476291","44.98971913476291","44.98971913476291"
"4343","","","","","","","44.97771391966745","44.97771391966745","44.97771391966745"
"4344","","","","","","","44.99155769158273","44.99155769158273","44.99155769158273"
"4345","","","","","","","44.991293869052676","44.991293869052676","44.991293869052676"
"4346","","","","","","","47.34997274420029","47.34997274420029","47.34997274420029"
"4347","","","","","","","47.36124127188169","47.36124127188169","47.36124127188169"
"4348","","","","","","","49.515855467074374","49.515855467074374","49.515855467074374"
"4349","","","","","","","49.51745273612022","49.51745273612022","49.51745273612022"
"4350","","","","","","","49.51903021309103","49.51903021309103","49.51903021309103"
"4351","","","","","","","49.5381009060387","49.5381009060387","49.5381009060387"
"4352","","","","","","","49.537452783480646","49.537452783480646","49.537452783480646"
"4353","","","","","","","49.537587007405875","49.537587007405875","49.537587007405875"
"4354","","","","","","","49.56355543452533","49.56355543452533","49.56355543452533"
"4355","","","","","","","49.566075986324","49.566075986324","49.566075986324"
"4356","","","","","","","49.565934758044726","49.565934758044726","49.565934758044726"
"4357","","","","","","","49.57738208475208","49.57738208475208","49.57738208475208"
"4358","","","","","","","49.583822648726134","49.583822648726134","49.583822648726134"
"4359","","","","","","","47.21694417280085","47.21694417280085","47.21694417280085"
"4360","","","","","","","47.21341392209407","47.21341392209407","47.21341392209407"
"4361","","","","","","","47.21786225094408","47.21786225094408","47.21786225094408"
"4362","","","","","","","45.070107665615076","45.070107665615076","45.070107665615076"
"4363","","","","","","","45.072166935399956","45.072166935399956","45.072166935399956"
"4364","","","","","","","45.09088388595666","45.09088388595666","45.09088388595666"
"4365","","","","","","","45.07189070946797","45.07189070946797","45.07189070946797"
"4366","","","","","","","45.07971912601615","45.07971912601615","45.07971912601615"
"4367","","","","","","","45.07463880491173","45.07463880491173","45.07463880491173"
"4368","","","","","","","45.072286565599704","45.072286565599704","45.072286565599704"
"4369","","","","","","","45.061761848877175","45.061761848877175","45.061761848877175"
"4370","","","","","","","47.26972088476412","47.26972088476412","47.26972088476412"
"4371","","","","","","","49.62973661301382","49.62973661301382","49.62973661301382"
"4372","","","","","","","49.636279625072206","49.636279625072206","49.636279625072206"
"4373","","","","","","","51.876334935010235","51.876334935010235","51.876334935010235"
"4374","","","","","","","54.10823523412884","54.10823523412884","54.10823523412884"
"4375","","","","","","","51.7651459488197","51.7651459488197","51.7651459488197"
"4376","","","","","","","54.104680624818414","54.104680624818414","54.104680624818414"
"4377","","","","","","","56.46579280707312","56.46579280707312","56.46579280707312"
"4378","","","","","","","56.46782775608274","56.46782775608274","56.46782775608274"
"4379","","","","","","","56.478722152278166","56.478722152278166","56.478722152278166"
"4380","","","","","","","56.47593051261805","56.47593051261805","56.47593051261805"
"4381","","","","","","","56.47046173484611","56.47046173484611","56.47046173484611"
"4382","","","","","","","58.84474299452508","58.84474299452508","58.84474299452508"
"4383","","","","","","","58.846542948575944","58.846542948575944","58.846542948575944"
"4384","","","","","","","58.87492865495324","58.87492865495324","58.87492865495324"
"4385","","","","","","","58.875918616714586","58.875918616714586","58.875918616714586"
"4386","","","","","","","58.89922252158852","58.89922252158852","58.89922252158852"
"4387","","","","","","","58.895988063256375","58.895988063256375","58.895988063256375"
"4388","","","","","","","58.89116210463236","58.89116210463236","58.89116210463236"
"4389","","","","","","","58.88978217994431","58.88978217994431","58.88978217994431"
"4390","","","","","","","58.887422804690196","58.887422804690196","58.887422804690196"
"4391","","","","","","","56.552544398772525","56.552544398772525","56.552544398772525"
"4392","","","","","","","54.428311259838125","54.428311259838125","54.428311259838125"
"4393","","","","","","","54.442875293734204","54.442875293734204","54.442875293734204"
"4394","","","","","","","54.43386123017085","54.43386123017085","54.43386123017085"
"4395","","","","","","","54.44151815282395","54.44151815282395","54.44151815282395"
"4396","","","","","","","54.44225787741801","54.44225787741801","54.44225787741801"
"4397","","","","","","","56.67017201621568","56.67017201621568","56.67017201621568"
"4398","","","","","","","59.03083051129075","59.03083051129075","59.03083051129075"
"4399","","","","","","","59.015510063260514","59.015510063260514","59.015510063260514"
"4400","","","","","","","59.01610924190003","59.01610924190003","59.01610924190003"
"4401","","","","","","","56.99879171889428","56.99879171889428","56.99879171889428"
"4402","","","","","","","59.36695319056188","59.36695319056188","59.36695319056188"
"4403","","","","","","","59.35168082104555","59.35168082104555","59.35168082104555"
"4404","","","","","","","57.097290493114436","57.097290493114436","57.097290493114436"
"4405","","","","","","","57.101749032632966","57.101749032632966","57.101749032632966"
"4406","","","","","","","57.10872572535063","57.10872572535063","57.10872572535063"
"4407","","","","","","","57.10870526412191","57.10870526412191","57.10870526412191"
"4408","","","","","","","59.48733168243311","59.48733168243311","59.48733168243311"
"4409","","","","","","","57.12116025454917","57.12116025454917","57.12116025454917"
"4410","","","","","","","59.48072157353038","59.48072157353038","59.48072157353038"
"4411","","","","","","","61.848909679668694","61.848909679668694","61.848909679668694"
"4412","","","","","","","61.82745007043274","61.82745007043274","61.82745007043274"
"4413","","","","","","","61.83974824028525","61.83974824028525","61.83974824028525"
"4414","","","","","","","59.49132702552824","59.49132702552824","59.49132702552824"
"4415","","","","","","","59.51298055507472","59.51298055507472","59.51298055507472"
"4416","","","","","","","59.532815600334224","59.532815600334224","59.532815600334224"
"4417","","","","","","","61.89143167719668","61.89143167719668","61.89143167719668"
"4418","","","","","","","61.8879406179548","61.8879406179548","61.8879406179548"
"4419","","","","","","","59.51221661247158","59.51221661247158","59.51221661247158"
"4420","","","","","","","59.51185521028015","59.51185521028015","59.51185521028015"
"4421","","","","","","","59.50070073485673","59.50070073485673","59.50070073485673"
"4422","","","","","","","59.497646699406424","59.497646699406424","59.497646699406424"
"4423","","","","","","","61.85789474979666","61.85789474979666","61.85789474979666"
"4424","","","","","","","61.84366864865137","61.84366864865137","61.84366864865137"
"4425","","","","","","","64.20591122942395","64.20591122942395","64.20591122942395"
"4426","","","","","","","64.21334830734706","64.21334830734706","64.21334830734706"
"4427","","","","","","","64.21280978281422","64.21280978281422","64.21280978281422"
"4428","","","","","","","61.84264345884738","61.84264345884738","61.84264345884738"
"4429","","","","","","","61.84553221857081","61.84553221857081","61.84553221857081"
"4430","","","","","","","61.83192091465765","61.83192091465765","61.83192091465765"
"4431","","","","","","","61.85134205070553","61.85134205070553","61.85134205070553"
"4432","","","","","","","61.84694143343452","61.84694143343452","61.84694143343452"
"4433","","","","","","","59.49366591805318","59.49366591805318","59.49366591805318"
"4434","","","","","","","59.488960566268176","59.488960566268176","59.488960566268176"
"4435","","","","","","","59.48762752885943","59.48762752885943","59.48762752885943"
"4436","","","","","","","59.50247107857731","59.50247107857731","59.50247107857731"
"4437","","","","","","","59.50665871910122","59.50665871910122","59.50665871910122"
"4438","","","","","","","59.51216712806432","59.51216712806432","59.51216712806432"
"4439","","","","","","","59.535949079669244","59.535949079669244","59.535949079669244"
"4440","","","","","","","57.19318255456682","57.19318255456682","57.19318255456682"
"4441","","","","","","","57.17693727839998","57.17693727839998","57.17693727839998"
"4443","","","","","","","57.17305195681338","57.17305195681338","57.17305195681338"
"4444","","","","","","","54.827141897687895","54.827141897687895","54.827141897687895"
"4445","","","","","","","54.83674013970393","54.83674013970393","54.83674013970393"
"4446","","","","","","","54.847186085902166","54.847186085902166","54.847186085902166"
"4447","","","","","","","54.84174430801444","54.84174430801444","54.84174430801444"
"4448","","","","","","","52.469466597486914","52.469466597486914","52.469466597486914"
"4449","","","","","","","52.461323564777416","52.461323564777416","52.461323564777416"
"4450","","","","","","","52.476124267982534","52.476124267982534","52.476124267982534"
"4451","","","","","","","52.48029242116082","52.48029242116082","52.48029242116082"
"4452","","","","","","","50.24186271755021","50.24186271755021","50.24186271755021"
"4453","","","","","","","47.92323896291712","47.92323896291712","47.92323896291712"
"4454","","","","","","","47.917555930071714","47.917555930071714","47.917555930071714"
"4455","","","","","","","47.884326649375005","47.884326649375005","47.884326649375005"
"4456","","","","","","","45.54444392720709","45.54444392720709","45.54444392720709"
"4457","","","","","","","45.54184517629505","45.54184517629505","45.54184517629505"
"4458","","","","","","","45.54468859737271","45.54468859737271","45.54468859737271"
"4459","","","","","","","43.18013874589597","43.18013874589597","43.18013874589597"
"4460","","","","","","","45.5450984899698","45.5450984899698","45.5450984899698"
"4461","","","","","","","45.55147041080466","45.55147041080466","45.55147041080466"
"4462","","","","","","","43.20590450981692","43.20590450981692","43.20590450981692"
"4463","","","","","","","45.376453270887744","45.376453270887744","45.376453270887744"
"4464","","","","","","","43.036408203217974","43.036408203217974","43.036408203217974"
"4465","","","","","","","43.02077655098297","43.02077655098297","43.02077655098297"
"4466","","","","","","","43.03597809917813","43.03597809917813","43.03597809917813"
"4467","","","","","","","43.06335147740326","43.06335147740326","43.06335147740326"
"4468","","","","","","","40.83631053463614","40.83631053463614","40.83631053463614"
"4469","","","","","","","40.85470520270546","40.85470520270546","40.85470520270546"
"4470","","","","","","","40.86201099133214","40.86201099133214","40.86201099133214"
"4471","","","","","","","40.846175671123575","40.846175671123575","40.846175671123575"
"4472","","","","","","","38.508817778921866","38.508817778921866","38.508817778921866"
"4473","","","","","","","38.50147905653237","38.50147905653237","38.50147905653237"
"4474","","","","","","","36.262487895531855","36.262487895531855","36.262487895531855"
"4475","","","","","","","36.25560288807644","36.25560288807644","36.25560288807644"
"4476","","","","","","","38.60524405996816","38.60524405996816","38.60524405996816"
"4477","","","","","","","36.261142069413474","36.261142069413474","36.261142069413474"
"4478","","","","","","","34.06163659720123","34.06163659720123","34.06163659720123"
"4479","","","","","","","34.048753967334186","34.048753967334186","34.048753967334186"
"4480","","","","","","","34.039490995885274","34.039490995885274","34.039490995885274"
"4481","","","","","","","34.03410879926326","34.03410879926326","34.03410879926326"
"4482","","","","","","","34.04440188079722","34.04440188079722","34.04440188079722"
"4483","","","","","","","34.030628918264114","34.030628918264114","34.030628918264114"
"4484","","","","","","","34.03417401731211","34.03417401731211","34.03417401731211"
"4485","","","","","","","34.017460514816555","34.017460514816555","34.017460514816555"
"4486","","","","","","","34.03169133366725","34.03169133366725","34.03169133366725"
"4487","","","","","","","36.37948475176708","36.37948475176708","36.37948475176708"
"4488","","","","","","","36.37655082117858","36.37655082117858","36.37655082117858"
"4489","","","","","","","38.7624829444914","38.7624829444914","38.7624829444914"
"4490","","","","","","","38.75565891261413","38.75565891261413","38.75565891261413"
"4491","","","","","","","38.786979063936315","38.786979063936315","38.786979063936315"
"4492","","","","","","","41.13226413111361","41.13226413111361","41.13226413111361"
"4493","","","","","","","43.25634910784057","43.25634910784057","43.25634910784057"
"4494","","","","","","","40.90262635505773","40.90262635505773","40.90262635505773"
"4495","","","","","","","40.90528860810411","40.90528860810411","40.90528860810411"
"4496","","","","","","","40.90289569594119","40.90289569594119","40.90289569594119"
"4497","","","","","","","40.90171252307017","40.90171252307017","40.90171252307017"
"4498","","","","","","","40.91115877047008","40.91115877047008","40.91115877047008"
"4499","","","","","","","38.54645410061775","38.54645410061775","38.54645410061775"
"4500","","","","","","","38.5389988417479","38.5389988417479","38.5389988417479"
"4501","","","","","","","38.535900508679674","38.535900508679674","38.535900508679674"
"4502","","","","","","","40.54992908010958","40.54992908010958","40.54992908010958"
"4503","","","","","","","40.56571373216488","40.56571373216488","40.56571373216488"
"4504","","","","","","","40.58753460385822","40.58753460385822","40.58753460385822"
"4505","","","","","","","42.84144128322902","42.84144128322902","42.84144128322902"
"4506","","","","","","","42.83598927937797","42.83598927937797","42.83598927937797"
"4507","","","","","","","42.83366188451989","42.83366188451989","42.83366188451989"
"4508","","","","","","","42.83042724853122","42.83042724853122","42.83042724853122"
"4509","","","","","","","42.81459895205983","42.81459895205983","42.81459895205983"
"4510","","","","","","","45.19582744202561","45.19582744202561","45.19582744202561"
"4511","","","","","","","45.19365436698111","45.19365436698111","45.19365436698111"
"4512","","","","","","","43.048447452310384","43.048447452310384","43.048447452310384"
"4513","","","","","","","43.061309669146624","43.061309669146624","43.061309669146624"
"4514","","","","","","","43.048195856342744","43.048195856342744","43.048195856342744"
"4515","","","","","","","45.39840482275267","45.39840482275267","45.39840482275267"
"4516","","","","","","","45.35984916733877","45.35984916733877","45.35984916733877"
"4517","","","","","","","47.71951376456951","47.71951376456951","47.71951376456951"
"4518","","","","","","","47.740526338338285","47.740526338338285","47.740526338338285"
"4519","","","","","","","45.54738196201518","45.54738196201518","45.54738196201518"
"4520","","","","","","","47.908865127808475","47.908865127808475","47.908865127808475"
"4521","","","","","","","47.9177672684617","47.9177672684617","47.9177672684617"
"4522","","","","","","","47.91553938785961","47.91553938785961","47.91553938785961"
"4523","","","","","","","47.91831782307904","47.91831782307904","47.91831782307904"
"4524","","","","","","","47.92788572668619","47.92788572668619","47.92788572668619"
"4525","","","","","","","47.922750645554146","47.922750645554146","47.922750645554146"
"4526","","","","","","","47.935203627538094","47.935203627538094","47.935203627538094"
"4527","","","","","","","47.923199215934154","47.923199215934154","47.923199215934154"
"4528","","","","","","","50.261851483615985","50.261851483615985","50.261851483615985"
"4529","","","","","","","52.623801913381264","52.623801913381264","52.623801913381264"
"4530","","","","","","","50.250639939963506","50.250639939963506","50.250639939963506"
"4531","","","","","","","50.24714887980136","50.24714887980136","50.24714887980136"
"4532","","","","","","","50.22217196075121","50.22217196075121","50.22217196075121"
"4533","","","","","","","52.59979051814818","52.59979051814818","52.59979051814818"
"4534","","","","","","","54.95956094167075","54.95956094167075","54.95956094167075"
"4535","","","","","","","52.747631802889046","52.747631802889046","52.747631802889046"
"4536","","","","","","","52.75818192222537","52.75818192222537","52.75818192222537"
"4537","","","","","","","52.74422748400698","52.74422748400698","52.74422748400698"
"4538","","","","","","","50.51140789265482","50.51140789265482","50.51140789265482"
"4539","","","","","","","50.54172472099095","50.54172472099095","50.54172472099095"
"4540","","","","","","","48.358085446648445","48.358085446648445","48.358085446648445"
"4541","","","","","","","50.7034066074463","50.7034066074463","50.7034066074463"
"4542","","","","","","","50.710073251996","50.710073251996","50.710073251996"
"4544","","","","","","","50.70883475570258","50.70883475570258","50.70883475570258"
"4545","","","","","","","50.70004802762324","50.70004802762324","50.70004802762324"
"4546","","","","","","","50.67675575921527","50.67675575921527","50.67675575921527"
"4547","","","","","","","50.67141800233217","50.67141800233217","50.67141800233217"
"4548","","","","","","","50.667823043049886","50.667823043049886","50.667823043049886"
