"Step","1agent - Training_Episode_Length_Mean","1agent - Training_Episode_Length_Mean__MIN","1agent - Training_Episode_Length_Mean__MAX","4agents - Training_Episode_Length_Mean","4agents - Training_Episode_Length_Mean__MIN","4agents - Training_Episode_Length_Mean__MAX","8agents - Training_Episode_Length_Mean","8agents - Training_Episode_Length_Mean__MIN","8agents - Training_Episode_Length_Mean__MAX"
"1987","94.69","94.69","94.69","94.12","94.12","94.12","92.44","92.44","92.44"
"1988","94.69","94.69","94.69","94.12","94.12","94.12","92.8","92.8","92.8"
"1989","94.69","94.69","94.69","94.12","94.12","94.12","92.44","92.44","92.44"
"1990","95.05","95.05","95.05","94.44","94.44","94.44","92.44","92.44","92.44"
"1991","95.05","95.05","95.05","94.4","94.4","94.4","92.8","92.8","92.8"
"1992","95.05","95.05","95.05","94.4","94.4","94.4","92.8","92.8","92.8"
"1993","95.05","95.05","95.05","94.4","94.4","94.4","92.8","92.8","92.8"
"1994","95.05","95.05","95.05","94.4","94.4","94.4","93.01","93.01","93.01"
"1995","95.4","95.4","95.4","94.4","94.4","94.4","93.01","93.01","93.01"
"1996","95.4","95.4","95.4","94.07","94.07","94.07","92.65","92.65","92.65"
"1997","95.4","95.4","95.4","94.07","94.07","94.07","92.65","92.65","92.65"
"1998","95.4","95.4","95.4","94.07","94.07","94.07","92.65","92.65","92.65"
"1999","95.4","95.4","95.4","94.07","94.07","94.07","92.65","92.65","92.65"
"2000","95.4","95.4","95.4","94.07","94.07","94.07","92.65","92.65","92.65"
"2001","95.4","95.4","95.4","94.07","94.07","94.07","92.29","92.29","92.29"
"2002","95.4","95.4","95.4","94.07","94.07","94.07","92.29","92.29","92.29"
"2003","95.4","95.4","95.4","94.07","94.07","94.07","92.29","92.29","92.29"
"2004","95.4","95.4","95.4","94.07","94.07","94.07","92.62","92.62","92.62"
"2005","95.4","95.4","95.4","93.71","93.71","93.71","92.62","92.62","92.62"
"2006","95.73","95.73","95.73","93.35","93.35","93.35","92.62","92.62","92.62"
"2007","95.73","95.73","95.73","93.32","93.32","93.32","92.62","92.62","92.62"
"2008","95.73","95.73","95.73","92.94","92.94","92.94","92.29","92.29","92.29"
"2009","95.73","95.73","95.73","92.94","92.94","92.94","92.29","92.29","92.29"
"2010","95.73","95.73","95.73","92.94","92.94","92.94","92.29","92.29","92.29"
"2011","95.73","95.73","95.73","92.62","92.62","92.62","92.62","92.62","92.62"
"2012","95.73","95.73","95.73","93.01","93.01","93.01","92.26","92.26","92.26"
"2013","95.73","95.73","95.73","93.01","93.01","93.01","92.23","92.23","92.23"
"2014","95.73","95.73","95.73","93.01","93.01","93.01","92.59","92.59","92.59"
"2015","96.09","96.09","96.09","92.58","92.58","92.58","92.59","92.59","92.59"
"2016","96.09","96.09","96.09","92.19","92.19","92.19","92.58","92.58","92.58"
"2017","95.78","95.78","95.78","92.19","92.19","92.19","92.22","92.22","92.22"
"2019","96.11","96.11","96.11","92.19","92.19","92.19","92.22","92.22","92.22"
"2020","96.11","96.11","96.11","92.19","92.19","92.19","91.86","91.86","91.86"
"2021","97.06","97.06","97.06","92.19","92.19","92.19","91.86","91.86","91.86"
"2022","97.42","97.42","97.42","91.81","91.81","91.81","91.86","91.86","91.86"
"2023","97.42","97.42","97.42","92.1","92.1","92.1","91.86","91.86","91.86"
"2024","97.42","97.42","97.42","91.71","91.71","91.71","91.73","91.73","91.73"
"2025","97.42","97.42","97.42","","","","91.73","91.73","91.73"
"2026","97.42","97.42","97.42","","","","91.73","91.73","91.73"
"2027","97.42","97.42","97.42","","","","91.73","91.73","91.73"
"2028","97.42","97.42","97.42","","","","91.52","91.52","91.52"
"2029","97.42","97.42","97.42","","","","91.52","91.52","91.52"
"2030","97.42","97.42","97.42","","","","91.52","91.52","91.52"
"2031","97.42","97.42","97.42","","","","91.2","91.2","91.2"
"2032","97.42","97.42","97.42","","","","91.56","91.56","91.56"
"2033","97.42","97.42","97.42","","","","91.7","91.7","91.7"
"2034","97.42","97.42","97.42","","","","91.34","91.34","91.34"
"2035","97.56","97.56","97.56","","","","91.53","91.53","91.53"
"2036","97.56","97.56","97.56","","","","91.53","91.53","91.53"
"2037","97.56","97.56","97.56","","","","91.66","91.66","91.66"
"2038","97.56","97.56","97.56","","","","91.66","91.66","91.66"
"2039","97.56","97.56","97.56","","","","92.02","92.02","92.02"
"2040","97.56","97.56","97.56","","","","92.23","92.23","92.23"
"2041","97.56","97.56","97.56","","","","92.59","92.59","92.59"
"2042","97.56","97.56","97.56","","","","92.95","92.95","92.95"
"2043","97.56","97.56","97.56","","","","92.95","92.95","92.95"
"2044","97.56","97.56","97.56","","","","92.95","92.95","92.95"
"2045","97.56","97.56","97.56","","","","92.95","92.95","92.95"
"2046","97.56","97.56","97.56","","","","92.95","92.95","92.95"
"2047","97.56","97.56","97.56","","","","93.07","93.07","93.07"
"2048","97.56","97.56","97.56","","","","93.07","93.07","93.07"
"2049","97.56","97.56","97.56","","","","93.07","93.07","93.07"
"2050","97.56","97.56","97.56","","","","92.71","92.71","92.71"
"2051","97.56","97.56","97.56","","","","92.71","92.71","92.71"
"2052","97.56","97.56","97.56","","","","92.35","92.35","92.35"
"2053","97.66","97.66","97.66","","","","92.35","92.35","92.35"
"2054","97.66","97.66","97.66","","","","92.71","92.71","92.71"
"2055","97.66","97.66","97.66","","","","92.71","92.71","92.71"
"2056","97.66","97.66","97.66","","","","92.71","92.71","92.71"
"2057","97.66","97.66","97.66","","","","93.07","93.07","93.07"
"2058","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2059","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2060","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2061","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2062","97.98","97.98","97.98","","","","92.71","92.71","92.71"
"2063","97.98","97.98","97.98","","","","92.71","92.71","92.71"
"2064","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2065","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2066","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2067","97.98","97.98","97.98","","","","93.07","93.07","93.07"
"2068","97.98","97.98","97.98","","","","93.18","93.18","93.18"
"2069","98.34","98.34","98.34","","","","93.18","93.18","93.18"
"2070","98.34","98.34","98.34","","","","93.18","93.18","93.18"
"2071","98.34","98.34","98.34","","","","93.18","93.18","93.18"
"2072","98.7","98.7","98.7","","","","93.18","93.18","93.18"
"2073","98.7","98.7","98.7","","","","93.18","93.18","93.18"
"2074","98.7","98.7","98.7","","","","93.17","93.17","93.17"
"2075","99.06","99.06","99.06","","","","92.81","92.81","92.81"
"2076","99.06","99.06","99.06","","","","92.81","92.81","92.81"
"2077","99.06","99.06","99.06","","","","92.81","92.81","92.81"
"2078","99.06","99.06","99.06","","","","92.81","92.81","92.81"
"2079","99.06","99.06","99.06","","","","92.81","92.81","92.81"
"2080","99.33","99.33","99.33","","","","93.02","93.02","93.02"
"2081","99.69","99.69","99.69","","","","92.66","92.66","92.66"
"2082","99.69","99.69","99.69","","","","92.3","92.3","92.3"
"2083","99.69","99.69","99.69","","","","92.54","92.54","92.54"
"2084","99.69","99.69","99.69","","","","92.56","92.56","92.56"
"2085","99.69","99.69","99.69","","","","92.56","92.56","92.56"
"2086","99.69","99.69","99.69","","","","92.91","92.91","92.91"
"2087","99.37","99.37","99.37","","","","92.91","92.91","92.91"
"2088","99.37","99.37","99.37","","","","92.91","92.91","92.91"
"2089","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2090","98.46","98.46","98.46","","","","93.27","93.27","93.27"
"2091","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2092","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2093","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2094","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2095","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2096","98.46","98.46","98.46","","","","92.91","92.91","92.91"
"2097","98.46","98.46","98.46","","","","93.27","93.27","93.27"
"2098","98.1","98.1","98.1","","","","93.04","93.04","93.04"
"2099","98.1","98.1","98.1","","","","93.04","93.04","93.04"
"2100","98.1","98.1","98.1","","","","92.68","92.68","92.68"
"2101","98.1","98.1","98.1","","","","92.68","92.68","92.68"
"2102","98.1","98.1","98.1","","","","93.04","93.04","93.04"
"2103","98.1","98.1","98.1","","","","93.04","93.04","93.04"
"2104","98.1","98.1","98.1","","","","92.81","92.81","92.81"
"2105","98.1","98.1","98.1","","","","92.81","92.81","92.81"
"2106","98.1","98.1","98.1","","","","92.81","92.81","92.81"
"2107","98.1","98.1","98.1","","","","92.81","92.81","92.81"
"2108","98.1","98.1","98.1","","","","92.81","92.81","92.81"
"2109","98.1","98.1","98.1","","","","93.14","93.14","93.14"
"2110","98.1","98.1","98.1","","","","93.05","93.05","93.05"
"2111","97.74","97.74","97.74","","","","93.05","93.05","93.05"
"2112","97.74","97.74","97.74","","","","93.05","93.05","93.05"
"2113","97.74","97.74","97.74","","","","93.41","93.41","93.41"
"2114","97.74","97.74","97.74","","","","93.21","93.21","93.21"
"2115","97.74","97.74","97.74","","","","93.21","93.21","93.21"
"2116","97.74","97.74","97.74","","","","93.21","93.21","93.21"
"2117","97.74","97.74","97.74","","","","93.55","93.55","93.55"
"2118","98.05","98.05","98.05","","","","93.91","93.91","93.91"
"2120","","","","","","","93.55","93.55","93.55"
"2121","","","","","","","93.91","93.91","93.91"
"2122","","","","","","","93.91","93.91","93.91"
"2123","","","","","","","93.91","93.91","93.91"
"2124","","","","","","","93.91","93.91","93.91"
"2125","","","","","","","93.68","93.68","93.68"
"2126","","","","","","","93.68","93.68","93.68"
"2127","","","","","","","93.68","93.68","93.68"
"2128","","","","","","","93.34","93.34","93.34"
"2129","","","","","","","93.55","93.55","93.55"
"2130","","","","","","","93.55","93.55","93.55"
"2131","","","","","","","93.55","93.55","93.55"
"2132","","","","","","","93.64","93.64","93.64"
"2133","","","","","","","93.49","93.49","93.49"
"2134","","","","","","","93.49","93.49","93.49"
"2135","","","","","","","93.49","93.49","93.49"
"2136","","","","","","","93.49","93.49","93.49"
"2137","","","","","","","93.13","93.13","93.13"
"2138","","","","","","","92.98","92.98","92.98"
"2139","","","","","","","92.98","92.98","92.98"
"2140","","","","","","","92.98","92.98","92.98"
"2141","","","","","","","93.13","93.13","93.13"
"2142","","","","","","","93.13","93.13","93.13"
"2143","","","","","","","93.13","93.13","93.13"
"2144","","","","","","","93.13","93.13","93.13"
"2145","","","","","","","93.13","93.13","93.13"
"2146","","","","","","","93.13","93.13","93.13"
"2147","","","","","","","93.13","93.13","93.13"
"2148","","","","","","","93.13","93.13","93.13"
"2149","","","","","","","93.13","93.13","93.13"
"2150","","","","","","","92.77","92.77","92.77"
"2151","","","","","","","93.13","93.13","93.13"
"2152","","","","","","","92.77","92.77","92.77"
"2153","","","","","","","93.13","93.13","93.13"
"2154","","","","","","","93.13","93.13","93.13"
"2155","","","","","","","93.13","93.13","93.13"
"2156","","","","","","","93.13","93.13","93.13"
"2157","","","","","","","93.13","93.13","93.13"
"2158","","","","","","","93.13","93.13","93.13"
"2159","","","","","","","93.13","93.13","93.13"
"2160","","","","","","","93.13","93.13","93.13"
"2161","","","","","","","93.13","93.13","93.13"
"2162","","","","","","","93.13","93.13","93.13"
"2163","","","","","","","93.49","93.49","93.49"
"2164","","","","","","","93.49","93.49","93.49"
"2165","","","","","","","93.49","93.49","93.49"
"2166","","","","","","","93.49","93.49","93.49"
"2167","","","","","","","93.49","93.49","93.49"
"2168","","","","","","","93.13","93.13","93.13"
"2169","","","","","","","92.79","92.79","92.79"
"2170","","","","","","","92.79","92.79","92.79"
"2171","","","","","","","92.79","92.79","92.79"
"2172","","","","","","","92.79","92.79","92.79"
"2173","","","","","","","92.79","92.79","92.79"
"2174","","","","","","","92.79","92.79","92.79"
"2175","","","","","","","92.88","92.88","92.88"
"2176","","","","","","","93.24","93.24","93.24"
"2177","","","","","","","93.09","93.09","93.09"
"2178","","","","","","","92.73","92.73","92.73"
"2179","","","","","","","92.37","92.37","92.37"
"2180","","","","","","","92.37","92.37","92.37"
"2181","","","","","","","92.49","92.49","92.49"
"2182","","","","","","","92.85","92.85","92.85"
"2183","","","","","","","93.21","93.21","93.21"
"2184","","","","","","","92.85","92.85","92.85"
"2185","","","","","","","93.05","93.05","93.05"
"2186","","","","","","","93.05","93.05","93.05"
"2187","","","","","","","92.69","92.69","92.69"
"2188","","","","","","","92.69","92.69","92.69"
"2189","","","","","","","92.69","92.69","92.69"
"2190","","","","","","","92.69","92.69","92.69"
"2191","","","","","","","92.69","92.69","92.69"
"2192","","","","","","","93.05","93.05","93.05"
"2193","","","","","","","93.05","93.05","93.05"
"2194","","","","","","","93.05","93.05","93.05"
"2195","","","","","","","93.05","93.05","93.05"
"2196","","","","","","","93.05","93.05","93.05"
"2197","","","","","","","92.69","92.69","92.69"
"2198","","","","","","","92.69","92.69","92.69"
"2199","","","","","","","92.92","92.92","92.92"
"2200","","","","","","","92.92","92.92","92.92"
"2201","","","","","","","93.28","93.28","93.28"
"2202","","","","","","","92.95","92.95","92.95"
"2203","","","","","","","92.95","92.95","92.95"
"2204","","","","","","","92.95","92.95","92.95"
"2205","","","","","","","93.18","93.18","93.18"
"2206","","","","","","","92.95","92.95","92.95"
"2207","","","","","","","92.95","92.95","92.95"
"2208","","","","","","","92.95","92.95","92.95"
"2209","","","","","","","92.95","92.95","92.95"
"2210","","","","","","","92.59","92.59","92.59"
"2211","","","","","","","92.32","92.32","92.32"
"2212","","","","","","","92.32","92.32","92.32"
"2213","","","","","","","92.32","92.32","92.32"
"2214","","","","","","","92.32","92.32","92.32"
"2215","","","","","","","92.67","92.67","92.67"
"2216","","","","","","","92.67","92.67","92.67"
"2217","","","","","","","92.67","92.67","92.67"
"2218","","","","","","","92.67","92.67","92.67"
"2219","","","","","","","92.67","92.67","92.67"
"2221","","","","","","","93.03","93.03","93.03"
"2222","","","","","","","93.03","93.03","93.03"
"2223","","","","","","","93.03","93.03","93.03"
"2224","","","","","","","93.03","93.03","93.03"
"2225","","","","","","","93.03","93.03","93.03"
"2226","","","","","","","93.39","93.39","93.39"
"2227","","","","","","","93.39","93.39","93.39"
"2228","","","","","","","93.39","93.39","93.39"
"2229","","","","","","","93.73","93.73","93.73"
"2230","","","","","","","93.73","93.73","93.73"
"2231","","","","","","","93.73","93.73","93.73"
"2232","","","","","","","93.73","93.73","93.73"
"2233","","","","","","","93.96","93.96","93.96"
"2234","","","","","","","94.11","94.11","94.11"
"2235","","","","","","","94.11","94.11","94.11"
"2236","","","","","","","94.47","94.47","94.47"
"2237","","","","","","","94.47","94.47","94.47"
"2238","","","","","","","94.83","94.83","94.83"
"2239","","","","","","","94.98","94.98","94.98"
"2240","","","","","","","94.98","94.98","94.98"
"2241","","","","","","","94.62","94.62","94.62"
"2242","","","","","","","94.62","94.62","94.62"
"2243","","","","","","","94.26","94.26","94.26"
"2244","","","","","","","94.07","94.07","94.07"
"2245","","","","","","","94.07","94.07","94.07"
"2246","","","","","","","94.07","94.07","94.07"
"2247","","","","","","","93.71","93.71","93.71"
"2248","","","","","","","93.71","93.71","93.71"
"2249","","","","","","","93.71","93.71","93.71"
"2250","","","","","","","93.71","93.71","93.71"
"2251","","","","","","","93.71","93.71","93.71"
"2252","","","","","","","93.71","93.71","93.71"
"2253","","","","","","","94.07","94.07","94.07"
"2254","","","","","","","94.07","94.07","94.07"
"2255","","","","","","","94.07","94.07","94.07"
"2256","","","","","","","94.07","94.07","94.07"
"2257","","","","","","","94.07","94.07","94.07"
"2258","","","","","","","94.07","94.07","94.07"
"2259","","","","","","","94.07","94.07","94.07"
"2260","","","","","","","94.07","94.07","94.07"
"2261","","","","","","","94.07","94.07","94.07"
"2262","","","","","","","94.07","94.07","94.07"
"2263","","","","","","","94.07","94.07","94.07"
"2264","","","","","","","94.07","94.07","94.07"
"2265","","","","","","","94.07","94.07","94.07"
"2266","","","","","","","94.07","94.07","94.07"
"2267","","","","","","","94.07","94.07","94.07"
"2268","","","","","","","94.07","94.07","94.07"
"2269","","","","","","","94.43","94.43","94.43"
"2270","","","","","","","94.77","94.77","94.77"
"2271","","","","","","","94.41","94.41","94.41"
"2272","","","","","","","94.41","94.41","94.41"
"2273","","","","","","","94.41","94.41","94.41"
"2274","","","","","","","94.41","94.41","94.41"
"2275","","","","","","","94.05","94.05","94.05"
"2276","","","","","","","94.29","94.29","94.29"
"2277","","","","","","","94.29","94.29","94.29"
"2278","","","","","","","94.44","94.44","94.44"
"2279","","","","","","","94.8","94.8","94.8"
"2280","","","","","","","95.16","95.16","95.16"
"2281","","","","","","","94.95","94.95","94.95"
"2282","","","","","","","94.59","94.59","94.59"
"2283","","","","","","","94.59","94.59","94.59"
"2284","","","","","","","94.25","94.25","94.25"
"2285","","","","","","","94.25","94.25","94.25"
"2286","","","","","","","94.24","94.24","94.24"
"2287","","","","","","","94.24","94.24","94.24"
"2288","","","","","","","94.6","94.6","94.6"
"2289","","","","","","","94.6","94.6","94.6"
"2290","","","","","","","94.6","94.6","94.6"
"2291","","","","","","","94.6","94.6","94.6"
"2292","","","","","","","94.27","94.27","94.27"
"2293","","","","","","","93.5","93.5","93.5"
"2294","","","","","","","93.5","93.5","93.5"
"2295","","","","","","","93.5","93.5","93.5"
"2296","","","","","","","93.5","93.5","93.5"
"2297","","","","","","","93.14","93.14","93.14"
"2298","","","","","","","93.14","93.14","93.14"
"2299","","","","","","","92.78","92.78","92.78"
"2300","","","","","","","92.78","92.78","92.78"
"2301","","","","","","","92.78","92.78","92.78"
"2302","","","","","","","92.78","92.78","92.78"
"2303","","","","","","","93.11","93.11","93.11"
"2304","","","","","","","92.75","92.75","92.75"
"2305","","","","","","","92.39","92.39","92.39"
"2306","","","","","","","92.39","92.39","92.39"
"2307","","","","","","","92.62","92.62","92.62"
"2308","","","","","","","92.62","92.62","92.62"
"2309","","","","","","","92.27","92.27","92.27"
"2310","","","","","","","92.27","92.27","92.27"
"2311","","","","","","","92.63","92.63","92.63"
"2312","","","","","","","92.99","92.99","92.99"
"2313","","","","","","","92.99","92.99","92.99"
"2314","","","","","","","92.88","92.88","92.88"
"2315","","","","","","","92.88","92.88","92.88"
"2316","","","","","","","92.52","92.52","92.52"
"2317","","","","","","","92.52","92.52","92.52"
"2318","","","","","","","92.52","92.52","92.52"
"2319","","","","","","","92.52","92.52","92.52"
"2320","","","","","","","92.52","92.52","92.52"
"2322","","","","","","","92.52","92.52","92.52"
"2323","","","","","","","92.17","92.17","92.17"
"2324","","","","","","","92.17","92.17","92.17"
"2325","","","","","","","92.17","92.17","92.17"
"2326","","","","","","","92.17","92.17","92.17"
"2327","","","","","","","92.17","92.17","92.17"
"2328","","","","","","","91.81","91.81","91.81"
"2329","","","","","","","91.81","91.81","91.81"
"2330","","","","","","","91.45","91.45","91.45"
"2331","","","","","","","91.34","91.34","91.34"
"2332","","","","","","","91.34","91.34","91.34"
"2333","","","","","","","91.34","91.34","91.34"
"2334","","","","","","","91.34","91.34","91.34"
"2335","","","","","","","91.34","91.34","91.34"
"2336","","","","","","","90.98","90.98","90.98"
"2337","","","","","","","90.98","90.98","90.98"
"2338","","","","","","","90.98","90.98","90.98"
"2339","","","","","","","90.98","90.98","90.98"
"2340","","","","","","","90.98","90.98","90.98"
"2341","","","","","","","90.64","90.64","90.64"
"2342","","","","","","","91","91","91"
"2343","","","","","","","91","91","91"
"2344","","","","","","","91","91","91"
"2345","","","","","","","90.83","90.83","90.83"
"2346","","","","","","","90.83","90.83","90.83"
"2347","","","","","","","90.83","90.83","90.83"
"2348","","","","","","","91.19","91.19","91.19"
"2349","","","","","","","91.19","91.19","91.19"
"2350","","","","","","","91.19","91.19","91.19"
"2351","","","","","","","91.19","91.19","91.19"
"2352","","","","","","","91.39","91.39","91.39"
"2353","","","","","","","91.39","91.39","91.39"
"2354","","","","","","","91.39","91.39","91.39"
"2355","","","","","","","90.48","90.48","90.48"
"2356","","","","","","","90.48","90.48","90.48"
"2357","","","","","","","90.48","90.48","90.48"
"2358","","","","","","","90.48","90.48","90.48"
"2359","","","","","","","90.48","90.48","90.48"
"2360","","","","","","","90.48","90.48","90.48"
"2361","","","","","","","90.48","90.48","90.48"
"2362","","","","","","","90.26","90.26","90.26"
"2363","","","","","","","89.9","89.9","89.9"
"2364","","","","","","","89.9","89.9","89.9"
"2365","","","","","","","89.9","89.9","89.9"
"2366","","","","","","","89.54","89.54","89.54"
"2367","","","","","","","89.54","89.54","89.54"
"2368","","","","","","","89.54","89.54","89.54"
"2369","","","","","","","89.54","89.54","89.54"
"2370","","","","","","","89.54","89.54","89.54"
"2371","","","","","","","89.54","89.54","89.54"
"2372","","","","","","","89.9","89.9","89.9"
"2373","","","","","","","89.9","89.9","89.9"
"2374","","","","","","","89.9","89.9","89.9"
"2375","","","","","","","89.54","89.54","89.54"
"2376","","","","","","","89.9","89.9","89.9"
"2377","","","","","","","89.9","89.9","89.9"
"2378","","","","","","","89.9","89.9","89.9"
"2379","","","","","","","89.9","89.9","89.9"
"2380","","","","","","","89.54","89.54","89.54"
"2381","","","","","","","89.54","89.54","89.54"
"2382","","","","","","","89.75","89.75","89.75"
"2383","","","","","","","90.11","90.11","90.11"
"2384","","","","","","","90.11","90.11","90.11"
"2385","","","","","","","90.45","90.45","90.45"
"2386","","","","","","","90.81","90.81","90.81"
"2387","","","","","","","90.95","90.95","90.95"
"2388","","","","","","","90.95","90.95","90.95"
"2389","","","","","","","90.95","90.95","90.95"
"2390","","","","","","","90.59","90.59","90.59"
"2391","","","","","","","90.25","90.25","90.25"
"2392","","","","","","","90.05","90.05","90.05"
"2393","","","","","","","90.38","90.38","90.38"
"2394","","","","","","","91.15","91.15","91.15"
"2395","","","","","","","90.27","90.27","90.27"
"2396","","","","","","","90.27","90.27","90.27"
"2397","","","","","","","90.27","90.27","90.27"
"2398","","","","","","","90.63","90.63","90.63"
"2399","","","","","","","90.67","90.67","90.67"
"2400","","","","","","","91.03","91.03","91.03"
"2401","","","","","","","91.03","91.03","91.03"
"2402","","","","","","","91.03","91.03","91.03"
"2403","","","","","","","91.03","91.03","91.03"
"2404","","","","","","","90.8","90.8","90.8"
"2405","","","","","","","91.16","91.16","91.16"
"2406","","","","","","","91.52","91.52","91.52"
"2407","","","","","","","91.52","91.52","91.52"
"2408","","","","","","","91.52","91.52","91.52"
"2409","","","","","","","91.52","91.52","91.52"
"2410","","","","","","","91.87","91.87","91.87"
"2411","","","","","","","91.87","91.87","91.87"
"2412","","","","","","","91.87","91.87","91.87"
"2413","","","","","","","91.87","91.87","91.87"
"2414","","","","","","","91.87","91.87","91.87"
"2415","","","","","","","91.98","91.98","91.98"
"2416","","","","","","","91.62","91.62","91.62"
"2417","","","","","","","91.98","91.98","91.98"
"2418","","","","","","","91.98","91.98","91.98"
"2419","","","","","","","91.98","91.98","91.98"
"2420","","","","","","","91.98","91.98","91.98"
"2421","","","","","","","91.62","91.62","91.62"
"2423","","","","","","","91.62","91.62","91.62"
"2424","","","","","","","91.97","91.97","91.97"
"2425","","","","","","","91.97","91.97","91.97"
"2426","","","","","","","91.97","91.97","91.97"
"2427","","","","","","","91.97","91.97","91.97"
"2428","","","","","","","91.97","91.97","91.97"
"2429","","","","","","","91.43","91.43","91.43"
"2430","","","","","","","91.43","91.43","91.43"
"2431","","","","","","","91.45","91.45","91.45"
"2432","","","","","","","91.56","91.56","91.56"
"2433","","","","","","","91.56","91.56","91.56"
"2434","","","","","","","91.56","91.56","91.56"
"2435","","","","","","","91.56","91.56","91.56"
"2436","","","","","","","91.56","91.56","91.56"
"2437","","","","","","","91.56","91.56","91.56"
"2438","","","","","","","91.2","91.2","91.2"
"2439","","","","","","","91.2","91.2","91.2"
"2440","","","","","","","90.84","90.84","90.84"
"2441","","","","","","","90.51","90.51","90.51"
"2442","","","","","","","90.75","90.75","90.75"
"2443","","","","","","","90.75","90.75","90.75"
"2444","","","","","","","90.75","90.75","90.75"
"2445","","","","","","","91.11","91.11","91.11"
"2446","","","","","","","91.47","91.47","91.47"
"2447","","","","","","","91.45","91.45","91.45"
"2448","","","","","","","91.45","91.45","91.45"
"2449","","","","","","","91.45","91.45","91.45"
"2450","","","","","","","91.45","91.45","91.45"
"2451","","","","","","","91.45","91.45","91.45"
"2452","","","","","","","91.09","91.09","91.09"
"2453","","","","","","","90.89","90.89","90.89"
"2454","","","","","","","90.89","90.89","90.89"
"2455","","","","","","","90.89","90.89","90.89"
"2456","","","","","","","91.44","91.44","91.44"
"2457","","","","","","","91.44","91.44","91.44"
"2458","","","","","","","91.44","91.44","91.44"
"2459","","","","","","","91.44","91.44","91.44"
"2460","","","","","","","91.08","91.08","91.08"
"2461","","","","","","","91.08","91.08","91.08"
"2462","","","","","","","90.72","90.72","90.72"
"2463","","","","","","","90.58","90.58","90.58"
"2464","","","","","","","90.94","90.94","90.94"
"2465","","","","","","","90.94","90.94","90.94"
"2466","","","","","","","90.94","90.94","90.94"
"2467","","","","","","","91.3","91.3","91.3"
"2468","","","","","","","91.3","91.3","91.3"
"2469","","","","","","","90.97","90.97","90.97"
"2470","","","","","","","90.8","90.8","90.8"
"2471","","","","","","","90.8","90.8","90.8"
"2472","","","","","","","90.8","90.8","90.8"
"2473","","","","","","","90.8","90.8","90.8"
"2474","","","","","","","90.8","90.8","90.8"
"2475","","","","","","","90.8","90.8","90.8"
"2476","","","","","","","91.16","91.16","91.16"
"2477","","","","","","","90.83","90.83","90.83"
"2478","","","","","","","90.57","90.57","90.57"
"2479","","","","","","","90.57","90.57","90.57"
"2480","","","","","","","90.57","90.57","90.57"
"2481","","","","","","","90.93","90.93","90.93"
"2482","","","","","","","90.6","90.6","90.6"
"2483","","","","","","","90.6","90.6","90.6"
"2484","","","","","","","90.6","90.6","90.6"
"2485","","","","","","","90.6","90.6","90.6"
"2486","","","","","","","90.6","90.6","90.6"
"2487","","","","","","","90.6","90.6","90.6"
"2488","","","","","","","90.25","90.25","90.25"
"2489","","","","","","","89.89","89.89","89.89"
"2490","","","","","","","89.54","89.54","89.54"
"2491","","","","","","","89.9","89.9","89.9"
"2492","","","","","","","89.88","89.88","89.88"
"2493","","","","","","","89.72","89.72","89.72"
"2494","","","","","","","89.72","89.72","89.72"
"2495","","","","","","","89.72","89.72","89.72"
"2496","","","","","","","90.6","90.6","90.6"
"2497","","","","","","","90.6","90.6","90.6"
"2498","","","","","","","90.6","90.6","90.6"
"2499","","","","","","","90.6","90.6","90.6"
"2500","","","","","","","90.92","90.92","90.92"
"2501","","","","","","","90.56","90.56","90.56"
"2502","","","","","","","90.56","90.56","90.56"
"2503","","","","","","","90.2","90.2","90.2"
"2504","","","","","","","90.2","90.2","90.2"
"2505","","","","","","","90.43","90.43","90.43"
"2506","","","","","","","90.43","90.43","90.43"
"2507","","","","","","","90.43","90.43","90.43"
"2508","","","","","","","90.07","90.07","90.07"
"2509","","","","","","","90.07","90.07","90.07"
"2510","","","","","","","90.07","90.07","90.07"
"2511","","","","","","","89.28","89.28","89.28"
"2512","","","","","","","89.07","89.07","89.07"
"2513","","","","","","","89.07","89.07","89.07"
"2514","","","","","","","89.07","89.07","89.07"
"2515","","","","","","","89.07","89.07","89.07"
"2516","","","","","","","88.71","88.71","88.71"
"2517","","","","","","","89.07","89.07","89.07"
"2518","","","","","","","89.07","89.07","89.07"
"2519","","","","","","","89.07","89.07","89.07"
"2520","","","","","","","88.75","88.75","88.75"
"2521","","","","","","","88.75","88.75","88.75"
"2522","","","","","","","89.11","89.11","89.11"
"2524","","","","","","","89.11","89.11","89.11"
"2525","","","","","","","89.11","89.11","89.11"
"2526","","","","","","","89.11","89.11","89.11"
"2527","","","","","","","88.95","88.95","88.95"
