"Step","1agent - Training_Episode_Length_Mean","1agent - Training_Episode_Length_Mean__MIN","1agent - Training_Episode_Length_Mean__MAX","4agents - Training_Episode_Length_Mean","4agents - Training_Episode_Length_Mean__MIN","4agents - Training_Episode_Length_Mean__MAX","8agents - Training_Episode_Length_Mean","8agents - Training_Episode_Length_Mean__MIN","8agents - Training_Episode_Length_Mean__MAX"
"14","73.66666666666667","73.66666666666667","73.66666666666667","20.533333333333335","20.533333333333335","20.533333333333335","23.4","23.4","23.4"
"15","75.3125","75.3125","75.3125","19.75","19.75","19.75","22.8125","22.8125","22.8125"
"16","76.76470588235294","76.76470588235294","76.76470588235294","19","19","19","22.41176470588235","22.41176470588235","22.41176470588235"
"17","75.11111111111111","75.11111111111111","75.11111111111111","18.61111111111111","18.61111111111111","18.61111111111111","21.77777777777778","21.77777777777778","21.77777777777778"
"18","76.42105263157895","76.42105263157895","76.42105263157895","18.473684210526315","18.473684210526315","18.473684210526315","25.894736842105264","25.894736842105264","25.894736842105264"
"19","73","73","73","18","18","18","29.6","29.6","29.6"
"20","74.28571428571429","74.28571428571429","74.28571428571429","18.047619047619047","18.047619047619047","18.047619047619047","28.857142857142858","28.857142857142858","28.857142857142858"
"21","75.45454545454545","75.45454545454545","75.45454545454545","17.454545454545453","17.454545454545453","17.454545454545453","28.227272727272727","28.227272727272727","28.227272727272727"
"22","73.91304347826087","73.91304347826087","73.91304347826087","17.304347826086957","17.304347826086957","17.304347826086957","28.304347826086957","28.304347826086957","28.304347826086957"
"23","74.33333333333333","74.33333333333333","74.33333333333333","17.041666666666668","17.041666666666668","17.041666666666668","28.75","28.75","28.75"
"24","75.36","75.36","75.36","16.96","16.96","16.96","28.72","28.72","28.72"
"25","74.96153846153847","74.96153846153847","74.96153846153847","16.576923076923077","16.576923076923077","16.576923076923077","27.96153846153846","27.96153846153846","27.96153846153846"
"26","75.88888888888889","75.88888888888889","75.88888888888889","16.333333333333332","16.333333333333332","16.333333333333332","27.22222222222222","27.22222222222222","27.22222222222222"
"27","76.75","76.75","76.75","17.642857142857142","17.642857142857142","17.642857142857142","29.821428571428573","29.821428571428573","29.821428571428573"
"28","77.55172413793103","77.55172413793103","77.55172413793103","17.344827586206897","17.344827586206897","17.344827586206897","30.275862068965516","30.275862068965516","30.275862068965516"
"29","78.3","78.3","78.3","17.266666666666666","17.266666666666666","17.266666666666666","30.866666666666667","30.866666666666667","30.866666666666667"
"30","79","79","79","16.903225806451612","16.903225806451612","16.903225806451612","31.612903225806452","31.612903225806452","31.612903225806452"
"31","77.375","77.375","77.375","17.4375","17.4375","17.4375","33.75","33.75","33.75"
"32","75.51515151515152","75.51515151515152","75.51515151515152","17.606060606060606","17.606060606060606","17.606060606060606","33.15151515151515","33.15151515151515","33.15151515151515"
"33","76.23529411764706","76.23529411764706","76.23529411764706","17.41176470588235","17.41176470588235","17.41176470588235","35.11764705882353","35.11764705882353","35.11764705882353"
"34","76.91428571428571","76.91428571428571","76.91428571428571","18.257142857142856","18.257142857142856","18.257142857142856","36.97142857142857","36.97142857142857","36.97142857142857"
"35","77.55555555555556","77.55555555555556","77.55555555555556","18.38888888888889","18.38888888888889","18.38888888888889","37.69444444444444","37.69444444444444","37.69444444444444"
"36","78.16216216216216","78.16216216216216","78.16216216216216","19.054054054054053","19.054054054054053","19.054054054054053","38.4054054054054","38.4054054054054","38.4054054054054"
"37","78.73684210526316","78.73684210526316","78.73684210526316","19.236842105263158","19.236842105263158","19.236842105263158","40.026315789473685","40.026315789473685","40.026315789473685"
"38","79.28205128205128","79.28205128205128","79.28205128205128","18.94871794871795","18.94871794871795","18.94871794871795","40.333333333333336","40.333333333333336","40.333333333333336"
"39","79.8","79.8","79.8","20.975","20.975","20.975","41.825","41.825","41.825"
"40","80.29268292682927","80.29268292682927","80.29268292682927","22.170731707317074","22.170731707317074","22.170731707317074","43.24390243902439","43.24390243902439","43.24390243902439"
"41","78.71428571428571","78.71428571428571","78.71428571428571","21.928571428571427","21.928571428571427","21.928571428571427","42.642857142857146","42.642857142857146","42.642857142857146"
"42","79.20930232558139","79.20930232558139","79.20930232558139","22.069767441860463","22.069767441860463","22.069767441860463","42.16279069767442","42.16279069767442","42.16279069767442"
"43","79.68181818181819","79.68181818181819","79.68181818181819","21.795454545454547","21.795454545454547","21.795454545454547","41.59090909090909","41.59090909090909","41.59090909090909"
"44","80.13333333333334","80.13333333333334","80.13333333333334","21.8","21.8","21.8","40.977777777777774","40.977777777777774","40.977777777777774"
"45","80.56521739130434","80.56521739130434","80.56521739130434","22.282608695652176","22.282608695652176","22.282608695652176","40.97826086956522","40.97826086956522","40.97826086956522"
"46","80.97872340425532","80.97872340425532","80.97872340425532","22.914893617021278","22.914893617021278","22.914893617021278","41.04255319148936","41.04255319148936","41.04255319148936"
"47","81.375","81.375","81.375","22.791666666666668","22.791666666666668","22.791666666666668","40.479166666666664","40.479166666666664","40.479166666666664"
"48","81.73469387755102","81.73469387755102","81.73469387755102","24.06122448979592","24.06122448979592","24.06122448979592","41.69387755102041","41.69387755102041","41.69387755102041"
"49","82.1","82.1","82.1","25.3","25.3","25.3","41.7","41.7","41.7"
"50","82.45098039215686","82.45098039215686","82.45098039215686","26.235294117647058","26.235294117647058","26.235294117647058","41.568627450980394","41.568627450980394","41.568627450980394"
"51","82.78846153846153","82.78846153846153","82.78846153846153","26.192307692307693","26.192307692307693","26.192307692307693","41.23076923076923","41.23076923076923","41.23076923076923"
"52","83.11320754716981","83.11320754716981","83.11320754716981","26.471698113207548","26.471698113207548","26.471698113207548","41.37735849056604","41.37735849056604","41.37735849056604"
"53","83.16666666666667","83.16666666666667","83.16666666666667","26.574074074074073","26.574074074074073","26.574074074074073","41.129629629629626","41.129629629629626","41.129629629629626"
"54","82.81818181818181","82.81818181818181","82.81818181818181","26.236363636363638","26.236363636363638","26.236363636363638","42.2","42.2","42.2"
"55","83.125","83.125","83.125","25.892857142857142","25.892857142857142","25.892857142857142","42.07142857142857","42.07142857142857","42.07142857142857"
"56","83.24561403508773","83.24561403508773","83.24561403508773","25.912280701754387","25.912280701754387","25.912280701754387","43.08771929824562","43.08771929824562","43.08771929824562"
"57","83.53448275862068","83.53448275862068","83.53448275862068","26.362068965517242","26.362068965517242","26.362068965517242","43.05172413793103","43.05172413793103","43.05172413793103"
"58","83.8135593220339","83.8135593220339","83.8135593220339","26.033898305084747","26.033898305084747","26.033898305084747","44.016949152542374","44.016949152542374","44.016949152542374"
"59","84.08333333333333","84.08333333333333","84.08333333333333","26.033333333333335","26.033333333333335","26.033333333333335","44.3","44.3","44.3"
"60","84.34426229508196","84.34426229508196","84.34426229508196","25.80327868852459","25.80327868852459","25.80327868852459","44.60655737704918","44.60655737704918","44.60655737704918"
"61","84.59677419354838","84.59677419354838","84.59677419354838","26.241935483870968","26.241935483870968","26.241935483870968","45.5","45.5","45.5"
"62","84.84126984126983","84.84126984126983","84.84126984126983","26.444444444444443","26.444444444444443","26.444444444444443","45.3968253968254","45.3968253968254","45.3968253968254"
"63","85.078125","85.078125","85.078125","27","27","27","45.875","45.875","45.875"
"64","85.3076923076923","85.3076923076923","85.3076923076923","27.384615384615383","27.384615384615383","27.384615384615383","45.83076923076923","45.83076923076923","45.83076923076923"
"65","85.53030303030303","85.53030303030303","85.53030303030303","27.772727272727273","27.772727272727273","27.772727272727273","46.10606060606061","46.10606060606061","46.10606060606061"
"66","85.74626865671642","85.74626865671642","85.74626865671642","27.65671641791045","27.65671641791045","27.65671641791045","45.656716417910445","45.656716417910445","45.656716417910445"
"67","85.57352941176471","85.57352941176471","85.57352941176471","28.235294117647058","28.235294117647058","28.235294117647058","45.48529411764706","45.48529411764706","45.48529411764706"
"68","85.30434782608695","85.30434782608695","85.30434782608695","28.28985507246377","28.28985507246377","28.28985507246377","45.11594202898551","45.11594202898551","45.11594202898551"
"69","85.51428571428572","85.51428571428572","85.51428571428572","28.02857142857143","28.02857142857143","28.02857142857143","45.9","45.9","45.9"
"70","85.71830985915493","85.71830985915493","85.71830985915493","28.140845070422536","28.140845070422536","28.140845070422536","46.66197183098591","46.66197183098591","46.66197183098591"
"71","85.91666666666667","85.91666666666667","85.91666666666667","27.958333333333332","27.958333333333332","27.958333333333332","46.40277777777778","46.40277777777778","46.40277777777778"
"72","86.10958904109589","86.10958904109589","86.10958904109589","28.356164383561644","28.356164383561644","28.356164383561644","47.136986301369866","47.136986301369866","47.136986301369866"
"73","86.29729729729729","86.29729729729729","86.29729729729729","28.5","28.5","28.5","46.986486486486484","46.986486486486484","46.986486486486484"
"74","86.48","86.48","86.48","28.546666666666667","28.546666666666667","28.546666666666667","46.72","46.72","46.72"
"75","86.65789473684211","86.65789473684211","86.65789473684211","28.263157894736842","28.263157894736842","28.263157894736842","46.48684210526316","46.48684210526316","46.48684210526316"
"76","86.83116883116882","86.83116883116882","86.83116883116882","28.051948051948052","28.051948051948052","28.051948051948052","46.66233766233766","46.66233766233766","46.66233766233766"
"77","87","87","87","28.41025641025641","28.41025641025641","28.41025641025641","46.52564102564103","46.52564102564103","46.52564102564103"
"78","85.9493670886076","85.9493670886076","85.9493670886076","28.72151898734177","28.72151898734177","28.72151898734177","46.51898734177215","46.51898734177215","46.51898734177215"
"79","86.125","86.125","86.125","28.45","28.45","28.45","47.1875","47.1875","47.1875"
"80","86.29629629629629","86.29629629629629","86.29629629629629","28.962962962962962","28.962962962962962","28.962962962962962","47.839506172839506","47.839506172839506","47.839506172839506"
"81","86.02439024390245","86.02439024390245","86.02439024390245","29.829268292682926","29.829268292682926","29.829268292682926","48.47560975609756","48.47560975609756","48.47560975609756"
"82","86.19277108433735","86.19277108433735","86.19277108433735","30.674698795180724","30.674698795180724","30.674698795180724","48.74698795180723","48.74698795180723","48.74698795180723"
"83","86.35714285714286","86.35714285714286","86.35714285714286","31.5","31.5","31.5","49.357142857142854","49.357142857142854","49.357142857142854"
"84","86.51764705882353","86.51764705882353","86.51764705882353","32.03529411764706","32.03529411764706","32.03529411764706","49.95294117647059","49.95294117647059","49.95294117647059"
"85","86.67441860465117","86.67441860465117","86.67441860465117","32.825581395348834","32.825581395348834","32.825581395348834","50.27906976744186","50.27906976744186","50.27906976744186"
"86","86.82758620689656","86.82758620689656","86.82758620689656","33.59770114942529","33.59770114942529","33.59770114942529","50.42528735632184","50.42528735632184","50.42528735632184"
"87","86.97727272727273","86.97727272727273","86.97727272727273","33.88636363636363","33.88636363636363","33.88636363636363","50.59090909090909","50.59090909090909","50.59090909090909"
"88","87.12359550561797","87.12359550561797","87.12359550561797","34.62921348314607","34.62921348314607","34.62921348314607","50.62921348314607","50.62921348314607","50.62921348314607"
"89","87.26666666666667","87.26666666666667","87.26666666666667","35.355555555555554","35.355555555555554","35.355555555555554","51.17777777777778","51.17777777777778","51.17777777777778"
"90","87.4065934065934","87.4065934065934","87.4065934065934","35.73626373626374","35.73626373626374","35.73626373626374","51.714285714285715","51.714285714285715","51.714285714285715"
"91","87.54347826086956","87.54347826086956","87.54347826086956","35.91304347826087","35.91304347826087","35.91304347826087","51.73913043478261","51.73913043478261","51.73913043478261"
"92","87.6774193548387","87.6774193548387","87.6774193548387","36.60215053763441","36.60215053763441","36.60215053763441","51.87096774193548","51.87096774193548","51.87096774193548"
"93","87.80851063829788","87.80851063829788","87.80851063829788","37.276595744680854","37.276595744680854","37.276595744680854","51.5","51.5","51.5"
"94","87.5578947368421","87.5578947368421","87.5578947368421","37.93684210526316","37.93684210526316","37.93684210526316","52.01052631578948","52.01052631578948","52.01052631578948"
"95","87.6875","87.6875","87.6875","38.583333333333336","38.583333333333336","38.583333333333336","51.8125","51.8125","51.8125"
"96","87.81443298969072","87.81443298969072","87.81443298969072","38.74226804123711","38.74226804123711","38.74226804123711","52.30927835051546","52.30927835051546","52.30927835051546"
"97","87.93877551020408","87.93877551020408","87.93877551020408","39.36734693877551","39.36734693877551","39.36734693877551","52.795918367346935","52.795918367346935","52.795918367346935"
"98","87.44444444444444","87.44444444444444","87.44444444444444","39.18181818181818","39.18181818181818","39.18181818181818","52.77777777777778","52.77777777777778","52.77777777777778"
"100","87.57","87.57","87.57","39.17","39.17","39.17","52.53","52.53","52.53"
"101","87.86","87.86","87.86","39.63","39.63","39.63","53.11","53.11","53.11"
"102","87.98","87.98","87.98","39.34","39.34","39.34","53.64","53.64","53.64"
"103","88.56","88.56","88.56","39.6","39.6","39.6","54.14","54.14","54.14"
"104","89.1","89.1","89.1","40.33","40.33","40.33","54.98","54.98","54.98"
"105","89.1","89.1","89.1","40.91","40.91","40.91","55.76","55.76","55.76"
"106","89.1","89.1","89.1","41.4","41.4","41.4","56.3","56.3","56.3"
"107","89.57","89.57","89.57","42.1","42.1","42.1","57.16","57.16","57.16"
"108","89.57","89.57","89.57","42.96","42.96","42.96","57.79","57.79","57.79"
"109","89.57","89.57","89.57","43.37","43.37","43.37","58.32","58.32","58.32"
"110","89.94","89.94","89.94","43.96","43.96","43.96","59.25","59.25","59.25"
"111","89.94","89.94","89.94","44.53","44.53","44.53","59.86","59.86","59.86"
"112","89.94","89.94","89.94","44.79","44.79","44.79","60.46","60.46","60.46"
"113","90.58","90.58","90.58","45.16","45.16","45.16","60.84","60.84","60.84"
"114","90.21","90.21","90.21","46.02","46.02","46.02","61.66","61.66","61.66"
"115","90.21","90.21","90.21","46.79","46.79","46.79","62.16","62.16","62.16"
"116","89.55","89.55","89.55","47.3","47.3","47.3","63.02","63.02","63.02"
"117","89.55","89.55","89.55","48.23","48.23","48.23","63.86","63.86","63.86"
"118","90.08","90.08","90.08","48.75","48.75","48.75","64.26","64.26","64.26"
"119","90.08","90.08","90.08","49.21","49.21","49.21","63.91","63.91","63.91"
"120","91","91","91","50.12","50.12","50.12","63.91","63.91","63.91"
"121","91","91","91","50.93","50.93","50.93","64.77","64.77","64.77"
"122","91","91","91","51.88","51.88","51.88","65.62","65.62","65.62"
"123","91.31","91.31","91.31","52.34","52.34","52.34","66.32","66.32","66.32"
"124","91.47","91.47","91.47","53.23","53.23","53.23","66.93","66.93","66.93"
"125","91.47","91.47","91.47","53.74","53.74","53.74","67.65","67.65","67.65"
"126","91.82","91.82","91.82","54.67","54.67","54.67","68.22","68.22","68.22"
"127","91.82","91.82","91.82","55.26","55.26","55.26","69.14","69.14","69.14"
"128","91.82","91.82","91.82","55.73","55.73","55.73","69.13","69.13","69.13"
"129","91.82","91.82","91.82","56.64","56.64","56.64","69.7","69.7","69.7"
"130","91.82","91.82","91.82","57.2","57.2","57.2","69.93","69.93","69.93"
"131","91.82","91.82","91.82","58.14","58.14","58.14","70.39","70.39","70.39"
"132","92.55","92.55","92.55","58.8","58.8","58.8","70.39","70.39","70.39"
"133","93.39","93.39","93.39","59.57","59.57","59.57","71.25","71.25","71.25"
"134","93.39","93.39","93.39","60.46","60.46","60.46","71.25","71.25","71.25"
"135","93.39","93.39","93.39","60.59","60.59","60.59","71.25","71.25","71.25"
"136","93.39","93.39","93.39","61.01","61.01","61.01","71.43","71.43","71.43"
"137","93.39","93.39","93.39","60.73","60.73","60.73","71.79","71.79","71.79"
"138","93.39","93.39","93.39","61.25","61.25","61.25","71.76","71.76","71.76"
"139","93.39","93.39","93.39","61.78","61.78","61.78","72.24","72.24","72.24"
"140","93.39","93.39","93.39","61.42","61.42","61.42","72.24","72.24","72.24"
"141","93.39","93.39","93.39","61.37","61.37","61.37","72.24","72.24","72.24"
"142","94.25","94.25","94.25","62.25","62.25","62.25","72.7","72.7","72.7"
"143","94.25","94.25","94.25","62.97","62.97","62.97","73.48","73.48","73.48"
"144","94.25","94.25","94.25","63.87","63.87","63.87","74.31","74.31","74.31"
"145","94.25","94.25","94.25","64.65","64.65","64.65","75.17","75.17","75.17"
"146","94.25","94.25","94.25","64.79","64.79","64.79","75.76","75.76","75.76"
"147","94.25","94.25","94.25","64.93","64.93","64.93","76.32","76.32","76.32"
"148","94.25","94.25","94.25","64.84","64.84","64.84","77.18","77.18","77.18"
"149","94.26","94.26","94.26","64.59","64.59","64.59","77.18","77.18","77.18"
"150","94.26","94.26","94.26","64.33","64.33","64.33","77.76","77.76","77.76"
"151","93.93","93.93","93.93","64.6","64.6","64.6","78.41","78.41","78.41"
"152","93.93","93.93","93.93","65.36","65.36","65.36","78.98","78.98","78.98"
"153","93.93","93.93","93.93","65.51","65.51","65.51","79.49","79.49","79.49"
"154","94.07","94.07","94.07","66.19","66.19","66.19","80.21","80.21","80.21"
"155","94.43","94.43","94.43","67.11","67.11","67.11","80.21","80.21","80.21"
"156","94.43","94.43","94.43","68.04","68.04","68.04","80.5","80.5","80.5"
"157","93.82","93.82","93.82","68.77","68.77","68.77","80.19","80.19","80.19"
"158","93.82","93.82","93.82","69.25","69.25","69.25","80.46","80.46","80.46"
"159","93.82","93.82","93.82","70.18","70.18","70.18","80.46","80.46","80.46"
"160","93.82","93.82","93.82","70.92","70.92","70.92","80.68","80.68","80.68"
"161","93.82","93.82","93.82","71.8","71.8","71.8","81.05","81.05","81.05"
"162","93.82","93.82","93.82","72.27","72.27","72.27","81.05","81.05","81.05"
"163","93.82","93.82","93.82","72.88","72.88","72.88","81.66","81.66","81.66"
"164","93.82","93.82","93.82","73.26","73.26","73.26","81.67","81.67","81.67"
"165","93.82","93.82","93.82","73.74","73.74","73.74","82.24","82.24","82.24"
"166","93.82","93.82","93.82","74.21","74.21","74.21","82.14","82.14","82.14"
"167","93.82","93.82","93.82","75.01","75.01","75.01","82.98","82.98","82.98"
"168","94.08","94.08","94.08","75","75","75","83.64","83.64","83.64"
"169","94.41","94.41","94.41","75.68","75.68","75.68","84.44","84.44","84.44"
"170","94.41","94.41","94.41","76.58","76.58","76.58","84.44","84.44","84.44"
"171","94.41","94.41","94.41","77.22","77.22","77.22","84.12","84.12","84.12"
"172","94.41","94.41","94.41","78.07","78.07","78.07","84.84","84.84","84.84"
"173","94.41","94.41","94.41","77.74","77.74","77.74","84.84","84.84","84.84"
"174","94.41","94.41","94.41","78.35","78.35","78.35","85.48","85.48","85.48"
"175","94.41","94.41","94.41","79.03","79.03","79.03","86.21","86.21","86.21"
"176","94.41","94.41","94.41","79.96","79.96","79.96","86.92","86.92","86.92"
"177","94.41","94.41","94.41","80.84","80.84","80.84","87.32","87.32","87.32"
"178","94.41","94.41","94.41","81.28","81.28","81.28","87.96","87.96","87.96"
"179","95.37","95.37","95.37","81.75","81.75","81.75","88.5","88.5","88.5"
"180","95.37","95.37","95.37","82.25","82.25","82.25","88.5","88.5","88.5"
"181","95.37","95.37","95.37","82.55","82.55","82.55","88.23","88.23","88.23"
"182","95.73","95.73","95.73","82.55","82.55","82.55","88.23","88.23","88.23"
"183","95.73","95.73","95.73","82.22","82.22","82.22","88.52","88.52","88.52"
"184","95.57","95.57","95.57","81.85","81.85","81.85","88.52","88.52","88.52"
"185","95.57","95.57","95.57","82.08","82.08","82.08","88.52","88.52","88.52"
"186","95.57","95.57","95.57","81.56","81.56","81.56","88.74","88.74","88.74"
"187","95.57","95.57","95.57","81.56","81.56","81.56","88.8","88.8","88.8"
"188","95.57","95.57","95.57","81.97","81.97","81.97","89.15","89.15","89.15"
"189","95.57","95.57","95.57","81.97","81.97","81.97","89.61","89.61","89.61"
"190","95.4","95.4","95.4","81.97","81.97","81.97","89.61","89.61","89.61"
"191","95.4","95.4","95.4","82.08","82.08","82.08","89.61","89.61","89.61"
"192","95.4","95.4","95.4","82.24","82.24","82.24","90.07","90.07","90.07"
"193","95.4","95.4","95.4","82.24","82.24","82.24","90.43","90.43","90.43"
"194","95.33","95.33","95.33","82.05","82.05","82.05","91.26","91.26","91.26"
"195","95.69","95.69","95.69","82.05","82.05","82.05","91.26","91.26","91.26"
"196","95.69","95.69","95.69","82.05","82.05","82.05","91.93","91.93","91.93"
"197","95.69","95.69","95.69","82.27","82.27","82.27","91.93","91.93","91.93"
"198","95.69","95.69","95.69","81.91","81.91","81.91","91.93","91.93","91.93"
"199","95.97","95.97","95.97","82.28","82.28","82.28","92.42","92.42","92.42"
"201","95.97","95.97","95.97","82.41","82.41","82.41","93.14","93.14","93.14"
"202","95.97","95.97","95.97","82.74","82.74","82.74","93.14","93.14","93.14"
"203","95.99","95.99","95.99","83.52","83.52","83.52","93.14","93.14","93.14"
"204","96.24","96.24","96.24","84.13","84.13","84.13","93.14","93.14","93.14"
"205","96.56","96.56","96.56","84.13","84.13","84.13","93.14","93.14","93.14"
"206","96.56","96.56","96.56","84.43","84.43","84.43","93.04","93.04","93.04"
"207","96.56","96.56","96.56","84.81","84.81","84.81","93.32","93.32","93.32"
"208","96.36","96.36","96.36","84.81","84.81","84.81","93.32","93.32","93.32"
"209","96.36","96.36","96.36","84.9","84.9","84.9","93.58","93.58","93.58"
"210","96.36","96.36","96.36","85.28","85.28","85.28","93.84","93.84","93.84"
"211","96.36","96.36","96.36","85.61","85.61","85.61","93.84","93.84","93.84"
"212","96.36","96.36","96.36","85.69","85.69","85.69","93.84","93.84","93.84"
"213","96.36","96.36","96.36","86.19","86.19","86.19","94.14","94.14","94.14"
"214","96.62","96.62","96.62","86.56","86.56","86.56","94.14","94.14","94.14"
"215","96.99","96.99","96.99","86.33","86.33","86.33","94.14","94.14","94.14"
"216","96.99","96.99","96.99","86.48","86.48","86.48","94.46","94.46","94.46"
"217","97.65","97.65","97.65","86.89","86.89","86.89","94.46","94.46","94.46"
"218","97.65","97.65","97.65","86.89","86.89","86.89","94.11","94.11","94.11"
"219","97.65","97.65","97.65","87.25","87.25","87.25","94.6","94.6","94.6"
"220","97.65","97.65","97.65","87.63","87.63","87.63","94.95","94.95","94.95"
"221","97.65","97.65","97.65","87.63","87.63","87.63","94.95","94.95","94.95"
"222","97.65","97.65","97.65","87.3","87.3","87.3","94.95","94.95","94.95"
"223","97.65","97.65","97.65","87.3","87.3","87.3","94.77","94.77","94.77"
"224","97.94","97.94","97.94","87.7","87.7","87.7","94.77","94.77","94.77"
"225","97.94","97.94","97.94","87.39","87.39","87.39","94.77","94.77","94.77"
"226","97.94","97.94","97.94","87.73","87.73","87.73","94.77","94.77","94.77"
"227","97.94","97.94","97.94","87.73","87.73","87.73","95.11","95.11","95.11"
"228","97.78","97.78","97.78","87.65","87.65","87.65","94.76","94.76","94.76"
"229","97.78","97.78","97.78","87.22","87.22","87.22","94.77","94.77","94.77"
"230","97.5","97.5","97.5","87.22","87.22","87.22","94.47","94.47","94.47"
"231","97.25","97.25","97.25","87.51","87.51","87.51","94.76","94.76","94.76"
"232","97.25","97.25","97.25","87.29","87.29","87.29","94.76","94.76","94.76"
"233","97.25","97.25","97.25","86.84","86.84","86.84","94.76","94.76","94.76"
"234","97.25","97.25","97.25","86.84","86.84","86.84","94.76","94.76","94.76"
"235","97.25","97.25","97.25","86.84","86.84","86.84","94.76","94.76","94.76"
"236","97.25","97.25","97.25","86.88","86.88","86.88","94.76","94.76","94.76"
"237","97.11","97.11","97.11","86.85","86.85","86.85","94.62","94.62","94.62"
"238","97.11","97.11","97.11","87.1","87.1","87.1","94.62","94.62","94.62"
"239","97.11","97.11","97.11","86.94","86.94","86.94","94.31","94.31","94.31"
"240","97.11","97.11","97.11","86.41","86.41","86.41","93.96","93.96","93.96"
"241","97.11","97.11","97.11","86.77","86.77","86.77","93.96","93.96","93.96"
"242","97.11","97.11","97.11","87.12","87.12","87.12","93.96","93.96","93.96"
"243","97.11","97.11","97.11","86.84","86.84","86.84","94.32","94.32","94.32"
"244","97.11","97.11","97.11","86.84","86.84","86.84","94.32","94.32","94.32"
"245","97.11","97.11","97.11","86.84","86.84","86.84","93.96","93.96","93.96"
"246","97.11","97.11","97.11","86.84","86.84","86.84","93.6","93.6","93.6"
"247","97.11","97.11","97.11","87.2","87.2","87.2","93.25","93.25","93.25"
"248","97.11","97.11","97.11","87.14","87.14","87.14","93.25","93.25","93.25"
"249","97.11","97.11","97.11","88.06","88.06","88.06","93.25","93.25","93.25"
"250","97.11","97.11","97.11","88.31","88.31","88.31","93.25","93.25","93.25"
"251","97.11","97.11","97.11","88.71","88.71","88.71","93.25","93.25","93.25"
"252","97.44","97.44","97.44","88.71","88.71","88.71","93.25","93.25","93.25"
"253","97.16","97.16","97.16","88.71","88.71","88.71","93.44","93.44","93.44"
"254","97.16","97.16","97.16","89.15","89.15","89.15","93.44","93.44","93.44"
"255","97.16","97.16","97.16","88.22","88.22","88.22","93.44","93.44","93.44"
"256","97.16","97.16","97.16","88.22","88.22","88.22","93.44","93.44","93.44"
"257","97.16","97.16","97.16","88.22","88.22","88.22","93.8","93.8","93.8"
"258","97.87","97.87","97.87","88.22","88.22","88.22","94.11","94.11","94.11"
"259","97.87","97.87","97.87","88.18","88.18","88.18","94.43","94.43","94.43"
"260","97.87","97.87","97.87","88.18","88.18","88.18","94.43","94.43","94.43"
"261","97.87","97.87","97.87","88.18","88.18","88.18","94.6","94.6","94.6"
"262","97.5","97.5","97.5","88.18","88.18","88.18","94.6","94.6","94.6"
"263","97.5","97.5","97.5","88.18","88.18","88.18","94.46","94.46","94.46"
"264","97.5","97.5","97.5","88.14","88.14","88.14","94.31","94.31","94.31"
"265","97.25","97.25","97.25","87.26","87.26","87.26","94.54","94.54","94.54"
"266","97.25","97.25","97.25","86.9","86.9","86.9","94.54","94.54","94.54"
"267","97.25","97.25","97.25","86.9","86.9","86.9","94.64","94.64","94.64"
"268","97.25","97.25","97.25","86.9","86.9","86.9","94.64","94.64","94.64"
"269","97.25","97.25","97.25","87.24","87.24","87.24","94.64","94.64","94.64"
"270","97.25","97.25","97.25","87.24","87.24","87.24","94.64","94.64","94.64"
"271","97.25","97.25","97.25","86.91","86.91","86.91","94.64","94.64","94.64"
"272","97.25","97.25","97.25","86.45","86.45","86.45","94.62","94.62","94.62"
"273","97.25","97.25","97.25","85.6","85.6","85.6","94.4","94.4","94.4"
"274","97.25","97.25","97.25","86.36","86.36","86.36","94.4","94.4","94.4"
