"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"1085","115.76904530961365","115.76904530961365","115.76904530961365","30.681068065964123","30.681068065964123","30.681068065964123","47.82927838164782","47.82927838164782","47.82927838164782"
"1086","117.4490405830485","117.4490405830485","117.4490405830485","31.257807820726565","31.257807820726565","31.257807820726565","47.84844170624994","47.84844170624994","47.84844170624994"
"1087","117.52290247774201","117.52290247774201","117.52290247774201","31.390799289094065","31.390799289094065","31.390799289094065","47.85328810903996","47.85328810903996","47.85328810903996"
"1088","115.56226346385277","115.56226346385277","115.56226346385277","31.388031215130276","31.388031215130276","31.388031215130276","45.52061686281803","45.52061686281803","45.52061686281803"
"1089","115.52075151149859","115.52075151149859","115.52075151149859","31.3628955327932","31.3628955327932","31.3628955327932","45.51469038218278","45.51469038218278","45.51469038218278"
"1090","115.5048140894454","115.5048140894454","115.5048140894454","31.27210365869065","31.27210365869065","31.27210365869065","43.1501018720873","43.1501018720873","43.1501018720873"
"1091","115.50417692601408","115.50417692601408","115.50417692601408","30.509346376780762","30.509346376780762","30.509346376780762","40.79037851384","40.79037851384","40.79037851384"
"1092","115.36230826023339","115.36230826023339","115.36230826023339","29.764279568788574","29.764279568788574","29.764279568788574","40.788292503216944","40.788292503216944","40.788292503216944"
"1093","115.36430290129609","115.36430290129609","115.36430290129609","30.000761920378388","30.000761920378388","30.000761920378388","40.79244233864565","40.79244233864565","40.79244233864565"
"1094","115.36506584801432","115.36506584801432","115.36506584801432","29.31403417022037","29.31403417022037","29.31403417022037","40.813255352372444","40.813255352372444","40.813255352372444"
"1095","113.11950846009111","113.11950846009111","113.11950846009111","29.352329660429003","29.352329660429003","29.352329660429003","40.797409843087706","40.797409843087706","40.797409843087706"
"1096","113.04623190885525","113.04623190885525","113.04623190885525","29.329946377300626","29.329946377300626","29.329946377300626","43.02843598270036","43.02843598270036","43.02843598270036"
"1097","113.09678315776067","113.09678315776067","113.09678315776067","29.309058226598815","29.309058226598815","29.309058226598815","40.69258405162567","40.69258405162567","40.69258405162567"
"1098","110.86575944898388","110.86575944898388","110.86575944898388","29.29284873793109","29.29284873793109","29.29284873793109","42.929735699323444","42.929735699323444","42.929735699323444"
"1099","108.99722877554035","108.99722877554035","108.99722877554035","30.446583590491628","30.446583590491628","30.446583590491628","40.689305760004316","40.689305760004316","40.689305760004316"
"1100","106.6793189075952","106.6793189075952","106.6793189075952","30.442151127469607","30.442151127469607","30.442151127469607","37.84628535581767","37.84628535581767","37.84628535581767"
"1101","108.90893542195514","108.90893542195514","108.90893542195514","30.4972633576975","30.4972633576975","30.4972633576975","35.477670875174994","35.477670875174994","35.477670875174994"
"1102","111.2640816348269","111.2640816348269","111.2640816348269","29.40743154348978","29.40743154348978","29.40743154348978","37.84042924875036","37.84042924875036","37.84042924875036"
"1103","113.53528563284974","113.53528563284974","113.53528563284974","30.686415233692923","30.686415233692923","30.686415233692923","37.8411446200713","37.8411446200713","37.8411446200713"
"1104","115.99299820214988","115.99299820214988","115.99299820214988","29.524847815824515","29.524847815824515","29.524847815824515","35.49152843493354","35.49152843493354","35.49152843493354"
"1105","114.16853732498001","114.16853732498001","114.16853732498001","28.403883121942776","28.403883121942776","28.403883121942776","33.14660816635142","33.14660816635142","33.14660816635142"
"1106","112.28898405817137","112.28898405817137","112.28898405817137","28.461327880003658","28.461327880003658","28.461327880003658","33.16213799981979","33.16213799981979","33.16213799981979"
"1107","112.28604094127249","112.28604094127249","112.28604094127249","27.56468468719413","27.56468468719413","27.56468468719413","35.434833844946226","35.434833844946226","35.434833844946226"
"1108","111.9093935677094","111.9093935677094","111.9093935677094","27.583025662206463","27.583025662206463","27.583025662206463","35.4548359057878","35.4548359057878","35.4548359057878"
"1110","109.99469235894541","109.99469235894541","109.99469235894541","26.48159623478006","26.48159623478006","26.48159623478006","33.289585259304005","33.289585259304005","33.289585259304005"
"1111","109.9461486831247","109.9461486831247","109.9461486831247","26.49968135392092","26.49968135392092","26.49968135392092","35.63416622873666","35.63416622873666","35.63416622873666"
"1112","112.30149809789452","112.30149809789452","112.30149809789452","25.458779784657995","25.458779784657995","25.458779784657995","35.623399027089526","35.623399027089526","35.623399027089526"
"1113","109.98922430390175","109.98922430390175","109.98922430390175","24.362767495586965","24.362767495586965","24.362767495586965","35.63959095527781","35.63959095527781","35.63959095527781"
"1114","107.8704739279785","107.8704739279785","107.8704739279785","23.469838550707","23.469838550707","23.469838550707","38.01830292500483","38.01830292500483","38.01830292500483"
"1115","105.94865119451757","105.94865119451757","105.94865119451757","22.79290398435261","22.79290398435261","22.79290398435261","38.05277755044105","38.05277755044105","38.05277755044105"
"1116","103.97883260737919","103.97883260737919","103.97883260737919","22.199160589101165","22.199160589101165","22.199160589101165","38.06894011119715","38.06894011119715","38.06894011119715"
"1117","104.0711821129515","104.0711821129515","104.0711821129515","21.98264985247598","21.98264985247598","21.98264985247598","35.1940754632359","35.1940754632359","35.1940754632359"
"1118","101.75564704846256","101.75564704846256","101.75564704846256","21.831225326929285","21.831225326929285","21.831225326929285","32.956070343134286","32.956070343134286","32.956070343134286"
"1119","99.37988731751672","99.37988731751672","99.37988731751672","21.612864273404554","21.612864273404554","21.612864273404554","35.31410287388433","35.31410287388433","35.31410287388433"
"1120","97.4508050513553","97.4508050513553","97.4508050513553","21.86061093448616","21.86061093448616","21.86061093448616","35.31672866846472","35.31672866846472","35.31672866846472"
"1121","95.26415533917297","95.26415533917297","95.26415533917297","21.87849188003294","21.87849188003294","21.87849188003294","32.948817849898845","32.948817849898845","32.948817849898845"
"1122","97.49046125922244","97.49046125922244","97.49046125922244","21.84905665988682","21.84905665988682","21.84905665988682","32.94519568649554","32.94519568649554","32.94519568649554"
"1123","99.65016242992378","99.65016242992378","99.65016242992378","20.807086296485814","20.807086296485814","20.807086296485814","35.15858768157465","35.15858768157465","35.15858768157465"
"1124","99.6387582343849","99.6387582343849","99.6387582343849","19.712847070523654","19.712847070523654","19.712847070523654","37.51317905776102","37.51317905776102","37.51317905776102"
"1125","99.63771615097399","99.63771615097399","99.63771615097399","19.702648660269332","19.702648660269332","19.702648660269332","37.53654791565596","37.53654791565596","37.53654791565596"
"1126","97.57571143115541","97.57571143115541","97.57571143115541","19.700170458994247","19.700170458994247","19.700170458994247","39.89559703972555","39.89559703972555","39.89559703972555"
"1127","95.29025940630828","95.29025940630828","95.29025940630828","20.2241281519993","20.2241281519993","20.2241281519993","39.89293408392374","39.89293408392374","39.89293408392374"
"1128","95.28660686401646","95.28660686401646","95.28660686401646","19.703748567789052","19.703748567789052","19.703748567789052","37.55105739845551","37.55105739845551","37.55105739845551"
"1129","95.28322983182838","95.28322983182838","95.28322983182838","19.305548467759998","19.305548467759998","19.305548467759998","37.55258667390202","37.55258667390202","37.55258667390202"
"1130","94.96843149384574","94.96843149384574","94.96843149384574","18.162249058036547","18.162249058036547","18.162249058036547","34.73486126155807","34.73486126155807","34.73486126155807"
"1131","96.99294576674887","96.99294576674887","96.99294576674887","18.180574811072184","18.180574811072184","18.180574811072184","32.393974178545825","32.393974178545825","32.393974178545825"
"1132","98.95264572359407","98.95264572359407","98.95264572359407","18.715646568165226","18.715646568165226","18.715646568165226","32.403524400978895","32.403524400978895","32.403524400978895"
"1133","98.9305615402557","98.9305615402557","98.9305615402557","17.550491568919675","17.550491568919675","17.550491568919675","32.38589642128489","32.38589642128489","32.38589642128489"
"1134","98.92699807671606","98.92699807671606","98.92699807671606","16.465261575766036","16.465261575766036","16.465261575766036","32.41224608855534","32.41224608855534","32.41224608855534"
"1135","97.03043300742215","97.03043300742215","97.03043300742215","16.141288322298532","16.141288322298532","16.141288322298532","30.025171982482412","30.025171982482412","30.025171982482412"
"1136","95.06333522871033","95.06333522871033","95.06333522871033","15.92381284599565","15.92381284599565","15.92381284599565","30.016262755334072","30.016262755334072","30.016262755334072"
"1137","95.15286694043893","95.15286694043893","95.15286694043893","15.812100065561442","15.812100065561442","15.812100065561442","30.059543346667695","30.059543346667695","30.059543346667695"
"1138","92.81994377041279","92.81994377041279","92.81994377041279","15.868850669807887","15.868850669807887","15.868850669807887","30.095739449348653","30.095739449348653","30.095739449348653"
"1139","90.5291176501249","90.5291176501249","90.5291176501249","15.923813517668314","15.923813517668314","15.923813517668314","30.099880918594035","30.099880918594035","30.099880918594035"
"1140","90.4996897610567","90.4996897610567","90.4996897610567","14.75345805892112","14.75345805892112","14.75345805892112","30.100088317767796","30.100088317767796","30.100088317767796"
"1141","90.49940232981085","90.49940232981085","90.49940232981085","14.867851454341972","14.867851454341972","14.867851454341972","32.494438939596996","32.494438939596996","32.494438939596996"
